machine_id,accession,object_id,title_en,title_zh,culture,period,object_date,medium,dimensions,classification,department,credit_line,public_domain,object_url,api_url,primary_image,primary_image_small,additional_image_count,additional_images,source_merge,range_352_460_member,working_107_member,boundary_role,book_match_status,working_core_hypothesis,preferred_download_url,download_status
MET:2025.414,2025.414,911927,Praying Mantis and Three Toddlers,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Hanging scroll; woodblock print; ink on paper with additional hand coloring,"Image: 21 3/16 × 11 3/8 in. (53.8 × 28.9 cm)
Overall with mounting: 53 7/8 × 15 in. (136.8 × 38.1 cm)
Overall with knobs: 53 7/8 × 17 1/8 in. (136.8 × 43.5 cm)",Prints,Asian Art,"Purchase, Bequest of Isaac D. Fletcher, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911927,https://collectionapi.metmuseum.org/public/collection/v1/objects/911927,https://images.metmuseum.org/CRDImages/as/original/DP-40666-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40666-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-40666-001.jpg,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40666-002.jpg,official_original_public_domain
MET:2025.415,2025.415,911929,Picking Tea in Autumn Heat,,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",,Woodblock print; ink on paper with additional hand coloring,"Image: 9 5/16 × 10 7/8 in. (23.6 × 27.6 cm)
Sheet: 10 1/4 × 11 13/16 in. (26 × 30 cm)",Prints,Asian Art,"Emily Byrne Curtis Fund, 2025",1,https://www.metmuseum.org/art/collection/search/911929,https://collectionapi.metmuseum.org/public/collection/v1/objects/911929,https://images.metmuseum.org/CRDImages/as/original/DP-40863-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40863-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40863-001.jpg,official_original_public_domain
MET:2025.416,2025.416,911931,Story of The Western Chamber,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Hanging scroll; woodblock print; ink on paper with additional hand coloring,"Image: 37 1/8 × 20 1/2 in. (94.3 × 52 cm)
Overall with mounting: 62 5/8 × 22 7/8 in. (159.1 × 58.1 cm)
Overall with knobs: 62 5/8 × 24 7/8 in. (159.1 × 63.2 cm)",Prints,Asian Art,"Douglas Dillon Fund, 2025",1,https://www.metmuseum.org/art/collection/search/911931,https://collectionapi.metmuseum.org/public/collection/v1/objects/911931,https://images.metmuseum.org/CRDImages/as/original/DP-41318-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41318-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-41318-001.jpg,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41318-002.jpg,official_original_public_domain
MET:2025.417,2025.417,911936,Second part of The Story of the Lute,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Hanging scroll; woodblock print; two shades of ink on paper with additional hand coloring,"Image: 36 × 20 7/16 in. (91.4 × 51.9 cm)
Overall with mounting: 68 1/8 × 25 3/4 in. (173 × 65.5 cm)
Overall with knobs: 68 1/8 × 28 1/8 in. (173 × 71.4 cm)",Prints,Asian Art,"Purchase, Robert Hatfield Ellsworth Bequest, 2025",1,https://www.metmuseum.org/art/collection/search/911936,https://collectionapi.metmuseum.org/public/collection/v1/objects/911936,https://images.metmuseum.org/CRDImages/as/original/DP-40667-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40667-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-40667-001.jpg,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40667-002.jpg,official_original_public_domain
MET:2025.418,2025.418,911938,View of Putuoshan on the Southern Sea,,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",,Woodblock print; ink on paper with additional hand coloring,"Image: 20 9/16 × 38 11/16 in. (52.2 × 98.3 cm)
Sheet: 24 5/8 × 41 5/8 in. (62.5 × 105.7 cm)",Prints,Asian Art,"Purchase by subscription, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911938,https://collectionapi.metmuseum.org/public/collection/v1/objects/911938,https://images.metmuseum.org/CRDImages/as/original/DP-41319-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41319-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41319-001.jpg,official_original_public_domain
MET:2025.419,2025.419,911939,View of Putuoshan on the Southern Sea,,"China, Suzhou","Qing dynasty (1644–1911), Daoguang period (1821–50)",,Woodblock print; ink on paper with additional hand coloring,"Image: 21 1/2 in. × 36 in. (54.6 × 91.4 cm)
Sheet: 22 15/16 × 37 5/8 in. (58.3 × 95.6 cm)",Prints,Asian Art,"Purchase, Gift of Philip A. Rollins, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911939,https://collectionapi.metmuseum.org/public/collection/v1/objects/911939,https://images.metmuseum.org/CRDImages/as/original/DP-41320-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41320-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41320-001.jpg,official_original_public_domain
MET:2025.420,2025.420,911944,Spring Morning in the Han Palace,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Woodblock print; ink on paper,"Image: 10 1/8 × 10 15/16 in. (25.7 × 27.8 cm)
Sheet: 12 1/8 × 12 1/2 in. (30.8 × 31.8 cm)",Prints,Asian Art,"Funds from various donors, 2025",1,https://www.metmuseum.org/art/collection/search/911944,https://collectionapi.metmuseum.org/public/collection/v1/objects/911944,https://images.metmuseum.org/CRDImages/as/original/DP-40864-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40864-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40864-001.jpg,official_original_public_domain
MET:2025.421,2025.421,911945,Adoration of a Sage,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Woodblock print; ink on paper,"Image: 9 5/8 × 9 5/8 in. (24.5 × 24.4 cm)
Sheet: 11 15/16 × 13 13/16 in. (30.3 × 35.1 cm)",Prints,Asian Art,"Funds from various donors, 2025",1,https://www.metmuseum.org/art/collection/search/911945,https://collectionapi.metmuseum.org/public/collection/v1/objects/911945,https://images.metmuseum.org/CRDImages/as/original/DP-40865-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40865-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40865-001.jpg,official_original_public_domain
MET:2025.422,2025.422,911946,View of Western architecture,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",18th century,Woodblock print; ink on paper with additional hand coloring,"Image: 47 1/8 × 24 1/4 in. (119.7 × 61.6 cm)
Sheet: 47 3/8 × 26 1/4 in. (120.3 × 66.7 cm)",Prints,Asian Art,"Douglas Dillon Fund, 2025",1,https://www.metmuseum.org/art/collection/search/911946,https://collectionapi.metmuseum.org/public/collection/v1/objects/911946,https://images.metmuseum.org/CRDImages/as/original/DP-41323-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41323-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41323-001.jpg,official_original_public_domain
MET:2025.423,2025.423,911947,A Hunt on the Plains,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",18th century,Woodblock print; ink on paper with additional hand coloring,"Image: 47 in. × 24 3/8 in. (119.4 × 61.9 cm)
Sheet: 47 3/8 × 26 3/8 in. (120.3 × 67 cm)",Prints,Asian Art,"Purchase by subscription, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911947,https://collectionapi.metmuseum.org/public/collection/v1/objects/911947,https://images.metmuseum.org/CRDImages/as/original/DP-41324-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41324-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41324-001.jpg,official_original_public_domain
MET:2025.424,2025.424,911955,A Beauty Leading a Monkey,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Hanging scroll; woodblock print; ink on paper with additional hand coloring,"Image: 19 13/16 × 11 3/8 in. (50.3 × 28.9 cm)
Overall with mounting: 53 1/2 × 16 1/8 in. (135.9 × 41 cm)
Overall with knobs: 53 1/2 × 18 7/8 in. (135.9 × 47.9 cm)",Prints,Asian Art,"Purchase, Gift of Estate of Mrs. Edward Robinson, by exchange, 2025",0,https://www.metmuseum.org/art/collection/search/911955,https://collectionapi.metmuseum.org/public/collection/v1/objects/911955,,,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,,known_restricted_non_PD
MET:2025.425,2025.425,911959,Zhang Qian Chances upon Douniu Celestial Palace,,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",,Woodblock print; ink on paper with additional hand coloring,"Image: 10 11/16 × 11 5/16 in. (27.1 × 28.7 cm)
Sheet (single page): 14 5/16 × 12 1/16 in. (36.4 × 30.6 cm)
Sheet (double page): 14 5/16 in. × 24 in. (36.4 × 61 cm)",Prints,Asian Art,"Purchase, Bequest of William Rhinelander Stewart, by exchange, 2025",0,https://www.metmuseum.org/art/collection/search/911959,https://collectionapi.metmuseum.org/public/collection/v1/objects/911959,,,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,,known_restricted_non_PD
MET:2025.426,2025.426,911960,Two Beauties Playing Music,,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",,Woodblock print; ink on paper with additional hand coloring,"Image: 10 1/2 × 11 5/16 in. (26.7 × 28.7 cm)
Sheet (single page): 14 5/16 in. × 12 in. (36.4 × 30.5 cm)
Sheet (double page): 14 5/16 in. × 24 in. (36.4 × 61 cm)",Prints,Asian Art,"Purchase, Bequest of William Rhinelander Stewart, by exchange, 2025",0,https://www.metmuseum.org/art/collection/search/911960,https://collectionapi.metmuseum.org/public/collection/v1/objects/911960,,,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,,known_restricted_non_PD
MET:2025.427,2025.427,911961,The Jade Hairpin,,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",,Woodblock print; ink on paper with additional hand coloring,"Image: 10 7/16 × 10 3/4 in. (26.6 × 27.3 cm)
Sheet (single page): 14 5/16. × 12 in. (36.4 × 30.5 cm)
Sheet (double page): 14 5/16 × 24 1/16 in. (36.4 × 61.1 cm)",Prints,Asian Art,"Purchase, Bequest of William Rhinelander Stewart, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911961,https://collectionapi.metmuseum.org/public/collection/v1/objects/911961,https://images.metmuseum.org/CRDImages/as/original/DP-41449-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41449-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41449-001.jpg,official_original_public_domain
MET:2025.428,2025.428,913059,Amorous scene,,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",,Woodblock print; ink on paper,"Image: 6 5/8 × 9 11/16 in. (16.8 × 24.6 cm)
Sheet (single page): 14 5/16 × 12 1/16 in. (36.4 × 30.6 cm)
Sheet (double page): 14 5/16 × 24 in. (36.4 × 61 cm)",Prints,Asian Art,"Purchase, Gift of Mrs. Lewis G. Morris, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/913059,https://collectionapi.metmuseum.org/public/collection/v1/objects/913059,https://images.metmuseum.org/CRDImages/as/original/DP-41450-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41450-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41450-001.jpg,official_original_public_domain
MET:2025.429,2025.429,911968,Reunion of the Heroes,,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",,Woodblock print; ink on paper with additional hand coloring,"Image: 13 7/16 × 21 in. (34.1 × 53.4 cm)
Sheet: 15 3/16 × 21 7/8 in. (38.6 × 55.6 cm)",Prints,Asian Art,"Purchase, Gift of Mrs. Harry Payne Bingham, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911968,https://collectionapi.metmuseum.org/public/collection/v1/objects/911968,https://images.metmuseum.org/CRDImages/as/original/DP-40866-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40866-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40866-001.jpg,official_original_public_domain
MET:2025.430,2025.430,911973,Stone Lake In Suzhou : An Emulation of ‘Famous Scenes of West Lake’,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Woodblock print; ink on paper with additional hand coloring,"Image: 28 × 21 1/16 in. (71.1 × 53.5 cm)
Sheet: 39 3/16 × 24 7/16 in. (99.5 × 62.1 cm)",Prints,Asian Art,"Purchase, Robert Hatfield Ellsworth Bequest, 2025",1,https://www.metmuseum.org/art/collection/search/911973,https://collectionapi.metmuseum.org/public/collection/v1/objects/911973,https://images.metmuseum.org/CRDImages/as/original/DP-41326-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41326-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41326-001.jpg,official_original_public_domain
MET:2025.431,2025.431,911976,Second Part of Tale of Washing the Silken Gauze,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Hanging scroll; woodblock print; ink on paper with additional hand coloring,"Image: 39 11/16 × 21 1/2 in. (100.8 × 54.6 cm)
Overall with mounting: 69 7/8 × 26 13/16 in. (177.5 × 68.1 cm)
Overall with knobs: 69 7/8 × 29 in. (177.5 × 73.7 cm)",Prints,Asian Art,"Purchase, C.C. Wang Family Fund Gift, 2025",1,https://www.metmuseum.org/art/collection/search/911976,https://collectionapi.metmuseum.org/public/collection/v1/objects/911976,https://images.metmuseum.org/CRDImages/as/original/DP-40669-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40669-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-40669-001.jpg,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40669-002.jpg,official_original_public_domain
MET:2025.432,2025.432,911977,Children and Grandchildren Bring Fortune and Prosperity. The Eight Barbarians Bring Tribute,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Woodblock print; ink on paper with additional hand coloring,"Image: 38 5/8 × 21 11/16 in. (98.1 × 55.1 cm)
Sheet: 38 5/8 × 24 9/16 in. (98.1 × 62.4 cm)",Prints,Asian Art,"Purchase, Robert Hatfield Ellsworth Bequest, 2025",1,https://www.metmuseum.org/art/collection/search/911977,https://collectionapi.metmuseum.org/public/collection/v1/objects/911977,https://images.metmuseum.org/CRDImages/as/original/DP-41327-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41327-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41327-001.jpg,official_original_public_domain
MET:2025.433,2025.433,911978,The Character Fu,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Woodblock print; ink on paper with additional hand coloring,"Image: 21 1/4 × 21 in. (54 × 53.3 cm)
Sheet: 24 3/16 × 24 3/16 in. (61.4 × 61.4 cm)",Prints,Asian Art,"Purchase, Gift of Mrs. Lewis G. Morris, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911978,https://collectionapi.metmuseum.org/public/collection/v1/objects/911978,https://images.metmuseum.org/CRDImages/as/original/DP-41328-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41328-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41328-001.jpg,official_original_public_domain
MET:2025.434,2025.434,911980,Lady Holding a Brush,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",18th century,Woodblock print; ink on paper with additional hand coloring,"Image: 39 5/16 × 20 3/8 in. (99.9 × 51.8 cm)
Sheet: 45 3/8 × 25 13/16 in. (115.3 × 65.6 cm)",Prints,Asian Art,"Purchase, Robert Hatfield Ellsworth Bequest, 2025",1,https://www.metmuseum.org/art/collection/search/911980,https://collectionapi.metmuseum.org/public/collection/v1/objects/911980,https://images.metmuseum.org/CRDImages/as/original/DP-41329-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41329-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41329-001.jpg,official_original_public_domain
MET:2025.435,2025.435,911981,Scene of Westerners,,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",18th century,Woodblock print; ink on paper with additional hand coloring,"Image: 19 3/4 × 36 3/8 in. (50.2 × 92.4 cm)
Sheet: 20 7/8 × 37 3/8 in. (53 × 94.9 cm)",Prints,Asian Art,"Funds from various donors, 2025",1,https://www.metmuseum.org/art/collection/search/911981,https://collectionapi.metmuseum.org/public/collection/v1/objects/911981,https://images.metmuseum.org/CRDImages/as/original/DP-40867-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40867-001.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-41330-001.jpg,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40867-001.jpg,official_original_public_domain
MET:2025.436,2025.436,911982,The Beautiful Scenery of Famous Mount Putuo on the Southern Sea,,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",18th century,Hanging scroll; woodblock print; ink on paper with additional hand coloring,"Image: 36 3/4 × 20 3/8 in. (93.3 × 51.8 cm)
Overall with mounting: 60 1/4 × 24 5/8 in. (153 × 62.5 cm)
Overall with knobs: 60 1/4 × 27 3/16 in. (153 × 69.1 cm)",Prints,Asian Art,"Purchase, Samuel P. Avery Memorial Fund, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911982,https://collectionapi.metmuseum.org/public/collection/v1/objects/911982,https://images.metmuseum.org/CRDImages/as/original/DP-40670-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40670-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-40670-001.jpg,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40670-002.jpg,official_original_public_domain
MET:2025.437,2025.437,911983,Complete Geographical Map of the Everlasting Unified Qing Empire,,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",18th century,Four-panel folding screen; woodblock print; ink and color on paper,Each panel: 52 3/16 × 11 13/16 in. (132.6 × 30 cm),Prints,Asian Art,"Florence and Herbert Irving Acquisitions Fund for Asian Art, 2025",1,https://www.metmuseum.org/art/collection/search/911983,https://collectionapi.metmuseum.org/public/collection/v1/objects/911983,https://images.metmuseum.org/CRDImages/as/original/DP-41331-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41331-001.jpg,4,https://images.metmuseum.org/CRDImages/as/original/DP-41331-002.jpg|https://images.metmuseum.org/CRDImages/as/original/DP-41331-003.jpg|https://images.metmuseum.org/CRDImages/as/original/DP-41331-004.jpg|https://images.metmuseum.org/CRDImages/as/original/DP-41331-005.jpg,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41331-001.jpg,official_original_public_domain
MET:2025.438,2025.438,911984,Promoting Officials,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–1795)",18th century,Woodblock print; ink on paper,"Image: 19 7/8 × 20 in. (50.5 × 50.8 cm)
Sheet: 23 13/16 × 22 13/16 in. (60.5 × 58 cm)",Prints,Asian Art,"Emily Byrne Curtis Fund, 2025",1,https://www.metmuseum.org/art/collection/search/911984,https://collectionapi.metmuseum.org/public/collection/v1/objects/911984,https://images.metmuseum.org/CRDImages/as/original/DP-40868-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40868-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40868-001.jpg,official_original_public_domain
MET:2025.439,2025.439,911987,Eight Immortals and Twelve Zodiac Animals,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–1795)",18th century,Woodblock print; ink on paper with additional hand coloring,"Image: 14 3/16 × 14 5/16 in. (36 × 36.3 cm)
Sheet: 15 3/8 × 15 3/8 in. (39 × 39 cm)",Prints,Asian Art,"Purchase, Bequest of Robert West, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911987,https://collectionapi.metmuseum.org/public/collection/v1/objects/911987,https://images.metmuseum.org/CRDImages/as/original/DP-41333-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41333-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41333-001.jpg,official_original_public_domain
MET:2025.440,2025.440,911990,White Snake Tale Game,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–1795)",18th century,Woodblock print; ink on paper with additional hand coloring,Image: Diam. 10 7/16 in. (26.5 cm),Prints,Asian Art,"Purchase, Gift of Mrs. Lewis G. Morris, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911990,https://collectionapi.metmuseum.org/public/collection/v1/objects/911990,https://images.metmuseum.org/CRDImages/as/original/DP-41451-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41451-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41451-001.jpg,official_original_public_domain
MET:2025.441,2025.441,911991,Agricultural Tasks,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–1795)",18th century,Woodblock print; ink on paper,"Image: 19 13/16 × 19 11/16 in. (50.4 × 50 cm)
Sheet: 21 5/16 × 21 7/16 in. (54.2 × 54.4 cm)",Prints,Asian Art,"Purchase, GIft of William B. Osgood Field, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911991,https://collectionapi.metmuseum.org/public/collection/v1/objects/911991,https://images.metmuseum.org/CRDImages/as/original/DP-41452-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41452-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41452-001.jpg,official_original_public_domain
MET:2025.442,2025.442,913075,The Two Immortals of Harmony and Unity,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–1795)",mid-18th century,Woodblock print; ink on paper,Sheet: 12 1/2 × 8 15/16 in. (31.8 × 22.7 cm),Prints,Asian Art,"Funds from various donors, 2025",1,https://www.metmuseum.org/art/collection/search/913075,https://collectionapi.metmuseum.org/public/collection/v1/objects/913075,https://images.metmuseum.org/CRDImages/as/original/DP-41453-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41453-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41453-001.jpg,official_original_public_domain
MET:2025.443,2025.443,911992,"Summer basket: lotus, pomegranate and day lily",,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–1795)",18th century,Polychrome woodblock print; ink and color on paper with embossing,Sheet: 11 13/16 × 14 11/16 in. (30 × 37.3 cm),Prints,Asian Art,"Purchase, Friends of Asian Art Gifts, 2025",1,https://www.metmuseum.org/art/collection/search/911992,https://collectionapi.metmuseum.org/public/collection/v1/objects/911992,https://images.metmuseum.org/CRDImages/as/original/DP-41454-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41454-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41454-001.jpg,official_original_public_domain
MET:2025.444,2025.444,911995,"Autumn basket: hibiscus, yellow hibiscus and chrysanthemum",,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–1795)",18th century,Polychrome woodblock print; ink and color on paper with embossing,Sheet: 9 1/2 × 12 1/2 in. (24.1 × 31.8 cm),Prints,Asian Art,"Purchase, Friends of Asian Art Gifts, 2025",1,https://www.metmuseum.org/art/collection/search/911995,https://collectionapi.metmuseum.org/public/collection/v1/objects/911995,https://images.metmuseum.org/CRDImages/as/original/DP-41455-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41455-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41455-001.jpg,official_original_public_domain
MET:2025.445,2025.445,911996,Magpies,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–1795)",18th century,Polychrome woodblock print; ink and color on paper,Sheet: 14 13/16 × 10 7/8 in. (37.6 × 27.6 cm),Prints,Asian Art,"Purchase, Friends of Asian Art Gifts, 2025",1,https://www.metmuseum.org/art/collection/search/911996,https://collectionapi.metmuseum.org/public/collection/v1/objects/911996,https://images.metmuseum.org/CRDImages/as/original/DP-41456-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41456-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41456-001.jpg,official_original_public_domain
