machine_id,accession,object_id,title_en,title_zh,culture,period,object_date,medium,dimensions,classification,department,credit_line,public_domain,object_url,api_url,primary_image,primary_image_small,additional_image_count,additional_images,source_merge,range_352_460_member,working_107_member,boundary_role,book_match_status,working_core_hypothesis,preferred_download_url,download_status
MET:2025.384,2025.384,911873,Gilding the Lily,錦上添花,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Woodblock print; ink on paper with additional hand coloring,"Image: 37 5/8 × 20 1/8 in. (95.5 × 51.1 cm)
Framed: 48 3/8 × 30 5/8 in. (122.9 × 77.8 cm)",Prints,Asian Art,"Purchase, C.C. Wang Family Fund Gift, 2025",1,https://www.metmuseum.org/art/collection/search/911873,https://collectionapi.metmuseum.org/public/collection/v1/objects/911873,https://images.metmuseum.org/CRDImages/as/original/DP-41287-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41287-001.jpg,0,,prior_successful_api_fallback_after_transient_403,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41287-001.jpg,official_original_public_domain
MET:2025.385,2025.385,911874,Story of the Western Chamber,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,HaHanging scroll; woodblock print; two shades of ink on paper with additional hand coloring,"Image: 40 3/4 × 21 3/4 in. (103.5 × 55.2 cm)
Overall with mounting: 70 1/2 × 25 3/4 in. (179.1 × 65.4 cm)
Overall with knobs: 70 1/2 × 27 1/2 in. (179.1 × 69.9 cm)",Prints,Asian Art,"Purchase, C.C. Wang Family Fund Gift, 2025",1,https://www.metmuseum.org/art/collection/search/911874,https://collectionapi.metmuseum.org/public/collection/v1/objects/911874,https://images.metmuseum.org/CRDImages/as/original/DP-40658-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40658-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-40658-001.jpg,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40658-002.jpg,official_original_public_domain
MET:2025.386,2025.386,911875,Yang Guifei  and the Tang Emperor Minghuang,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Hanging scroll; woodblock print; ink on paper,"Image: 40 7/8 × 22 1/4 in. (103.8 × 56.5 cm)
Overall with mounting: 71 3/4 × 28 in. (182.2 × 71.1 cm)
Overall with knobs: 71 3/4 × 30 1/16 in. (182.2 × 76.4 cm)",Prints,Asian Art,"Purchase, Robert Hatfield Ellsworth Bequest, 2025",1,https://www.metmuseum.org/art/collection/search/911875,https://collectionapi.metmuseum.org/public/collection/v1/objects/911875,https://images.metmuseum.org/CRDImages/as/original/DP-40659-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40659-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-40659-001.jpg,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40659-002.jpg,official_original_public_domain
MET:2025.387,2025.387,911876,Taozhu Brings Wealth,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Woodblock print; ink on paper,"Image: 43 5/16 × 23 1/8 in. (110 × 58.7 cm)
Overall with mounting: 77 5/8 × 30 1/16 in. (197.2 × 76.4 cm)
Overall with knobs: 77 5/8 × 33 3/4 in. (197.2 × 85.7 cm)",Prints,Asian Art,"Purchase by subscription, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911876,https://collectionapi.metmuseum.org/public/collection/v1/objects/911876,https://images.metmuseum.org/CRDImages/as/original/DP-41290-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41290-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-41290-001.jpg,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41290-002.jpg,official_original_public_domain
MET:2025.388,2025.388,911877,Picture of a Happy Family,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Hanging scroll; woodblock print; ink on paper with additional hand coloring,"Image: 22 15/16 × 41 3/4 in. (58.3 × 106 cm)
Overall with mounting: 46 3/4 × 44 3/4 in. (118.7 × 113.7 cm)
Overall with knobs: 46 3/4 × 49 in. (118.7 × 124.5 cm)",Prints,Asian Art,"Purchase, Gift of Mrs. Samuel T. Peters, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911877,https://collectionapi.metmuseum.org/public/collection/v1/objects/911877,https://images.metmuseum.org/CRDImages/as/original/DP-40660-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40660-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-40660-001.jpg,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40660-002.jpg,official_original_public_domain
MET:2025.389,2025.389,911879,Twenty-Eight Constellations Battle at Kunyang,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Hanging scroll; woodblock print; ink on paper with additional hand coloring,"Image: 40 3/8 × 21 1/4 in. (102.5 × 54 cm)
Overall with mounting: 74 × 25 7/16 in. (188 × 64.6 cm)
Overall with knobs: 74 × 27 3/4 in. (188 × 70.5 cm)",Prints,Asian Art,"Purchase by subscription, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911879,https://collectionapi.metmuseum.org/public/collection/v1/objects/911879,https://images.metmuseum.org/CRDImages/as/original/DP-40661-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40661-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-40661-001.jpg,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40661-002.jpg,official_original_public_domain
MET:2025.390,2025.390,911881,Scenic View of Yueyang Tower,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Hanging scroll; woodblock print; ink on paper with additional hand coloring,"Image: 39 7/16 × 21 1/2 in. (100.2 × 54.6 cm)
Overall with mounting: 76 7/8 × 25 5/8 in. (195.3 × 65.1 cm)
Overall with knobs: 76 7/8 × 29 1/8 in. (195.3 × 74 cm)",Prints,Asian Art,"Florence and Herbert Irving Acquisitions Fund for Asian Art, 2025",1,https://www.metmuseum.org/art/collection/search/911881,https://collectionapi.metmuseum.org/public/collection/v1/objects/911881,https://images.metmuseum.org/CRDImages/as/original/DP-40662-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40662-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-40662-001.jpg,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40662-002.jpg,official_original_public_domain
MET:2025.391,2025.391,911887,Two Beauties Enjoy a Butterfly,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Hanging scroll; woodblock print; ink on paper with additional hand coloring,"Image: 40 5/8 × 22 7/8 in. (103.2 × 58.1 cm)
Overall with mounting: 65 1/8 × 25 5/8 in. (165.4 × 65.1 cm)
Overall with knobs: 65 1/8 × 27 3/8 in. (165.4 × 69.5 cm)",Prints,Asian Art,"Purchase, Gift of Mrs. Samuel T. Peters, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911887,https://collectionapi.metmuseum.org/public/collection/v1/objects/911887,https://images.metmuseum.org/CRDImages/as/original/DP-40663-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40663-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-40663-001.jpg,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40663-002.jpg,official_original_public_domain
MET:2025.392,2025.392,911889,The Herd Boy and the Weaving Maiden,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Hanging scroll; woodblock print; ink on paper with additional hand coloring,"Image: 38 3/8 × 20 3/4 in. (97.5 × 52.7 cm)
Overall with mounting: 79 1/8 × 23 1/4 in. (201 × 59 cm)
Overall with knobs: 79 1/8 × 25 in. (201 × 63.5 cm)",Prints,Asian Art,"Purchase, C.C. Wang Family Fund Gift, 2025",1,https://www.metmuseum.org/art/collection/search/911889,https://collectionapi.metmuseum.org/public/collection/v1/objects/911889,https://images.metmuseum.org/CRDImages/as/original/DP-40664-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40664-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-40664-001.jpg,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40664-002.jpg,official_original_public_domain
MET:2025.393,2025.393,911890,A Prevailing Mood of Harmony,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Hanging scroll; woodblock print; ink on paper with additional hand coloring,"Image: 30 3/4 × 22 5/16 in. (78.1 × 56.7 cm)
Overall with mounting: 82 7/8 × 27 7/16 in. (210.5 × 69.7 cm)
Overall with knobs: 82 7/8 × 31 1/2 in. (210.5 × 80 cm)",Prints,Asian Art,"Purchase, C.C. Wang Family Fund Gift, 2025",1,https://www.metmuseum.org/art/collection/search/911890,https://collectionapi.metmuseum.org/public/collection/v1/objects/911890,https://images.metmuseum.org/CRDImages/as/original/DP-40665-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40665-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-40665-001.jpg,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40665-002.jpg,official_original_public_domain
MET:2025.394,2025.394,911891,The Spring Ox,,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",,Woodblock print; ink on paper with additional hand coloring,"Image: 12 9/16 × 17 7/16 in. (31.9 × 44.3 cm)
Sheet: 13 3/8 × 18 1/2 in. (34 × 47 cm)",Prints,Asian Art,"Purchase, Robert Hatfield Ellsworth Bequest, 2025",1,https://www.metmuseum.org/art/collection/search/911891,https://collectionapi.metmuseum.org/public/collection/v1/objects/911891,https://images.metmuseum.org/CRDImages/as/original/DP-40847-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40847-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40847-001.jpg,official_original_public_domain
MET:2025.395,2025.395,911892,Parrot on a Peach Branch,,"China, Suzhou","Qing dynasty (1644–1911), Kangxi–Yongzheng period (1662–1735)",,Woodblock print; ink on paper with additional hand coloring,"Image: 26 9/16 × 11 3/8 in. (67.5 × 28.9 cm)
Sheet: 26 9/16 × 11 3/8 in. (67.5 × 28.9 cm)",Prints,Asian Art,"Purchase, Jane and Raphael Bernstein Gift, 2025",1,https://www.metmuseum.org/art/collection/search/911892,https://collectionapi.metmuseum.org/public/collection/v1/objects/911892,https://images.metmuseum.org/CRDImages/as/original/DP-41298-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41298-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41298-001.jpg,official_original_public_domain
MET:2025.396,2025.396,911893,Zhaojun Leaves for the North,,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",,Woodblock print; ink on paper with additional hand coloring,"Image: 24 7/16 × 10 5/8 in. (62 × 27 cm)
Sheet: 28 1/4 × 11 3/4 in. (71.8 × 29.8 cm)",Prints,Asian Art,"Purchase by subscription, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911893,https://collectionapi.metmuseum.org/public/collection/v1/objects/911893,https://images.metmuseum.org/CRDImages/as/original/DP-41299-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41299-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41299-001.jpg,official_original_public_domain
MET:2025.397,2025.397,911897,Satirical Prints of Suzhou Customs,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",1760,Woodblock print; ink on paper,"Image: 13 7/16 × 19 7/8 in. (34.1 × 50.5 cm)
Sheet: 14 in. × 20 3/4 in. (35.6 × 52.7 cm)",Prints,Asian Art,"Purchase by subscription, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911897,https://collectionapi.metmuseum.org/public/collection/v1/objects/911897,https://images.metmuseum.org/CRDImages/as/original/DP-40848-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40848-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40848-001.jpg,official_original_public_domain
MET:2025.398,2025.398,911898,Satirical Prints of Suzhou Customs,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",1760,Woodblock print; ink on paper,"Image: 13 1/2 × 19 13/16 in. (34.3 × 50.3 cm)
Sheet: 14.× 20 3/4 in. (35.6 × 52.7 cm)",Prints,Asian Art,"Purchase, Gift of Edna H. Sachs, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911898,https://collectionapi.metmuseum.org/public/collection/v1/objects/911898,https://images.metmuseum.org/CRDImages/as/original/DP-40849-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40849-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40849-001.jpg,official_original_public_domain
MET:2025.399,2025.399,911900,Satirical Prints of Suzhou Customs,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",1760,Woodblock print; ink on paper,"Image: 14 in. × 19 3/8 in. (35.6 × 49.2 cm)
Sheet: 14 1/4 × 20 1/4 in. (36.2 × 51.4 cm)",Prints,Asian Art,"Purchase, Bequest of Flora E. Whiting, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911900,https://collectionapi.metmuseum.org/public/collection/v1/objects/911900,https://images.metmuseum.org/CRDImages/as/original/DP-40850-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40850-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40850-001.jpg,official_original_public_domain
MET:2025.400,2025.400,911904,Two Beauties Picking Dates,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Woodblock print; ink on paper with additional hand coloring,"Image: 19 1/2 × 10 1/2 in. (49.5 × 26.7 cm)
Sheet: 19 1/2 × 10 1/2 in. (49.5 × 26.7 cm)",Prints,Asian Art,"Purchase, Bequest of Annie C. Kane, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911904,https://collectionapi.metmuseum.org/public/collection/v1/objects/911904,https://images.metmuseum.org/CRDImages/as/original/DP-40851-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40851-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40851-001.jpg,official_original_public_domain
MET:2025.401,2025.401,911907,Print in Western Style with Western Text,,"China, Suzhou","Qing dynasty (1644–1911), Kangxi–Yongzheng period (1662–1735)",,Woodblock print; ink on paper,"Image: 10 3/8 × 11 3/16 in. (26.4 × 28.4 cm)
Sheet: 10 3/8 × 11 3/16 in. (26.4 × 28.4 cm)",Prints,Asian Art,"Purchase, Bequest of Isaac D. Fletcher, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911907,https://collectionapi.metmuseum.org/public/collection/v1/objects/911907,https://images.metmuseum.org/CRDImages/as/original/DP-40852-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40852-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40852-001.jpg,official_original_public_domain
MET:2025.402,2025.402,911909,Scenic Spots of Zhenjiang,鎮江胜境,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Woodblock print; ink on paper with additional hand coloring,"Image: 9 5/8 × 11 1/16 in. (24.4 × 28.1 cm)
Sheet: 9 5/8 × 11 1/16 in. (24.5 × 28.1 cm)",Prints,Asian Art,"Purchase, Bequest of Annie C. Kane, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911909,https://collectionapi.metmuseum.org/public/collection/v1/objects/911909,https://images.metmuseum.org/CRDImages/as/original/DP-40853-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40853-001.jpg,0,,prior_successful_api_fallback_after_transient_403,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40853-001.jpg,official_original_public_domain
MET:2025.403,2025.403,911910,The Beautiful Scenery of West Lake,,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",,Woodblock print; ink on paper with additional hand coloring,"Image: 14 13/16 × 22 11/16 in. (37.6 × 57.6 cm)
Sheet: 14 13/16 × 22 11/16 in. (37.6 × 57.6 cm)",Prints,Asian Art,"Purchase by subscription, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911910,https://collectionapi.metmuseum.org/public/collection/v1/objects/911910,https://images.metmuseum.org/CRDImages/as/original/DP-40854-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40854-001.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-41306-001.jpg,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40854-001.jpg,official_original_public_domain
MET:2025.404,2025.404,911911,Lady Holding a Brush,,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",,Woodblock print; ink on paper with additional hand coloring,"Image: 28 1/16 × 10 1/2 in. (71.3 × 26.7 cm)
Overall with mounting: 34 × 15 1/16 in. (86.4 × 38.2 cm)",Prints,Asian Art,"Purchase by subscription, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911911,https://collectionapi.metmuseum.org/public/collection/v1/objects/911911,https://images.metmuseum.org/CRDImages/as/original/DP-41307-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41307-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41307-001.jpg,official_original_public_domain
MET:2025.405,2025.405,911912,Two Ladies Playing Music,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Woodblock print; ink on paper with additional hand coloring,"Image: 12 7/8 × 10 5/16 in. (32.7 × 26.2 cm)
Overall with mounting: 18 7/16 × 14 1/8 in. (46.8 × 35.9 cm)",Prints,Asian Art,"Funds from various donors, 2025",1,https://www.metmuseum.org/art/collection/search/911912,https://collectionapi.metmuseum.org/public/collection/v1/objects/911912,https://images.metmuseum.org/CRDImages/as/original/DP-40855-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40855-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40855-001.jpg,official_original_public_domain
MET:2025.406,2025.406,911913,Beauty and a Cat,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Woodblock print; ink on paper with additional hand coloring,"Image: 29 1/8 × 12 15/16 in. (74 × 32.9 cm)
Framed: 36 3/4 × 20 1/4 in. (93.3 × 51.4 cm)",Prints,Asian Art,"Purchase, Gift of Mrs. Samuel T. Peters, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911913,https://collectionapi.metmuseum.org/public/collection/v1/objects/911913,https://images.metmuseum.org/CRDImages/as/original/DP-41822-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41822-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41822-001.jpg,official_original_public_domain
MET:2025.407,2025.407,911914,Gold Coins Cover the Ground,遍地金錢,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",,Woodblock print; ink on paper with additional hand coloring,"Image: 14 1/8 × 20 3/16 in. (35.9 × 51.3 cm)
Sheet: 15 1/4 × 23 1/16 in. (38.7 × 58.6 cm)",Prints,Asian Art,"Purchase, C.C. Wang Family Fund Gift, 2025",1,https://www.metmuseum.org/art/collection/search/911914,https://collectionapi.metmuseum.org/public/collection/v1/objects/911914,https://images.metmuseum.org/CRDImages/as/original/DP-40856-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40856-001.jpg,0,,prior_successful_api_fallback_after_transient_403,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40856-001.jpg,official_original_public_domain
MET:2025.408,2025.408,911916,Scenes from the First Part of Pearl Pagoda,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Woodblock print; ink on paper with additional hand coloring,"Image: 13 3/4 × 20 1/2 in. (34.9 × 52.1 cm)
Sheet: 15 1/4 × 23 1/16 in. (38.7 × 58.6 cm)",Prints,Asian Art,"Funds from various donors, 2025",1,https://www.metmuseum.org/art/collection/search/911916,https://collectionapi.metmuseum.org/public/collection/v1/objects/911916,https://images.metmuseum.org/CRDImages/as/original/DP-40857-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40857-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40857-001.jpg,official_original_public_domain
MET:2025.409,2025.409,911918,Scenes from Second Part of Generals of the Yang Family,,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",,Woodblock print; ink on paper with additional hand coloring,"Image: 12 11/16 × 17 15/16 in. (32.2 × 45.6 cm)
Overall with mounting: 19 1/8 × 24 1/2 in. (48.6 × 62.2 cm)",Prints,Asian Art,"Funds from various donors, 2025",1,https://www.metmuseum.org/art/collection/search/911918,https://collectionapi.metmuseum.org/public/collection/v1/objects/911918,https://images.metmuseum.org/CRDImages/as/original/DP-40858-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40858-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40858-001.jpg,official_original_public_domain
MET:2025.410,2025.410,911920,A Newly-Cut Print : Scenes from the Second Part of Outlaws of the Marsh,,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",,Woodblock print; ink on paper with additional hand coloring,"Image: 12 9/16 × 18 3/8 in. (31.9 × 46.7 cm)
Overall with mounting: 19 1/8 × 24 15/16 in. (48.6 × 63.4 cm)",Prints,Asian Art,"Purchase, Gift of Mrs. Edward S. Harkness, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911920,https://collectionapi.metmuseum.org/public/collection/v1/objects/911920,https://images.metmuseum.org/CRDImages/as/original/DP-40859-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40859-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40859-001.jpg,official_original_public_domain
MET:2025.411,2025.411,911921,A Newly-Cut Print : Scenes from the First Part of Record of The Three Kingdoms,,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",,Woodblock print; ink on paper with additional hand coloring,"Image: 12 3/4 × 19 3/16 in. (32.4 × 48.7 cm)
Overall with mounting: 19 1/8 × 25 9/16 in. (48.5 × 64.9 cm)",Prints,Asian Art,"Purchase, Bequest of George Blumenthal, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911921,https://collectionapi.metmuseum.org/public/collection/v1/objects/911921,https://images.metmuseum.org/CRDImages/as/original/DP-40860-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40860-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40860-001.jpg,official_original_public_domain
MET:2025.412,2025.412,911923,A Newly-Cut Print of Illustrations from The Classic of Mountains and Seas,,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",,Woodblock print; ink on paper with additional hand coloring,"Image: 12 3/4 × 18 7/16 in. (32.4 × 46.8 cm)
Overall with mounting: 19 1/8 × 25 in. (48.5 × 63.5 cm)",Prints,Asian Art,"Purchase, Gift of A. Sichel, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911923,https://collectionapi.metmuseum.org/public/collection/v1/objects/911923,https://images.metmuseum.org/CRDImages/as/original/DP-40861-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40861-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40861-001.jpg,official_original_public_domain
MET:2025.413,2025.413,911925,Rebellion Against the Celestial Court,,"China, Suzhou","Qing dynasty (1644–1911), Xianfeng period (1851–61)",,Woodblock print; ink on paper with additional hand coloring,"Image (inc. borders): 13 1/4 × 19 1/8 in. (33.7 × 48.6 cm)
Sheet: 18 1/4 × 25 1/8 in. (46.4 × 63.8 cm)",Prints,Asian Art,"Emily Byrne Curtis Fund, 2025",1,https://www.metmuseum.org/art/collection/search/911925,https://collectionapi.metmuseum.org/public/collection/v1/objects/911925,https://images.metmuseum.org/CRDImages/as/original/DP-40862-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40862-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-40862-001.jpg,official_original_public_domain
