machine_id,accession,object_id,title_en,title_zh,medium,classification,credit_line,public_domain,object_url,primary_image,primary_image_small,additional_image_count,additional_images,preferred_download_url,download_status,book_match_status
MET:2025.405,2025.405,911912,Two Ladies Playing Music,,Woodblock print; ink on paper with additional hand coloring,Prints,"Funds from various donors, 2025",1,https://www.metmuseum.org/art/collection/search/911912,https://images.metmuseum.org/CRDImages/as/original/DP-40855-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40855-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-40855-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.406,2025.406,911913,Beauty and a Cat,,Woodblock print; ink on paper with additional hand coloring,Prints,"Purchase, Gift of Mrs. Samuel T. Peters, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911913,https://images.metmuseum.org/CRDImages/as/original/DP-41822-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41822-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41822-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.407,2025.407,911914,Gold Coins Cover the Ground,遍地金錢,Woodblock print; ink on paper with additional hand coloring,Prints,"Purchase, C.C. Wang Family Fund Gift, 2025",1,https://www.metmuseum.org/art/collection/search/911914,https://images.metmuseum.org/CRDImages/as/original/DP-40856-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40856-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-40856-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.408,2025.408,911916,Scenes from the First Part of Pearl Pagoda,,Woodblock print; ink on paper with additional hand coloring,Prints,"Funds from various donors, 2025",1,https://www.metmuseum.org/art/collection/search/911916,https://images.metmuseum.org/CRDImages/as/original/DP-40857-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40857-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-40857-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.409,2025.409,911918,Scenes from Second Part of Generals of the Yang Family,,Woodblock print; ink on paper with additional hand coloring,Prints,"Funds from various donors, 2025",1,https://www.metmuseum.org/art/collection/search/911918,https://images.metmuseum.org/CRDImages/as/original/DP-40858-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40858-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-40858-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.410,2025.410,911920,A Newly-Cut Print : Scenes from the Second Part of Outlaws of the Marsh,,Woodblock print; ink on paper with additional hand coloring,Prints,"Purchase, Gift of Mrs. Edward S. Harkness, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911920,https://images.metmuseum.org/CRDImages/as/original/DP-40859-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40859-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-40859-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.411,2025.411,911921,A Newly-Cut Print : Scenes from the First Part of Record of The Three Kingdoms,,Woodblock print; ink on paper with additional hand coloring,Prints,"Purchase, Bequest of George Blumenthal, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911921,https://images.metmuseum.org/CRDImages/as/original/DP-40860-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40860-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-40860-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.412,2025.412,911923,A Newly-Cut Print of Illustrations from The Classic of Mountains and Seas,,Woodblock print; ink on paper with additional hand coloring,Prints,"Purchase, Gift of A. Sichel, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911923,https://images.metmuseum.org/CRDImages/as/original/DP-40861-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40861-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-40861-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.413,2025.413,911925,Rebellion Against the Celestial Court,,Woodblock print; ink on paper with additional hand coloring,Prints,"Emily Byrne Curtis Fund, 2025",1,https://www.metmuseum.org/art/collection/search/911925,https://images.metmuseum.org/CRDImages/as/original/DP-40862-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40862-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-40862-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.414,2025.414,911927,Praying Mantis and Three Toddlers,,Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,"Purchase, Bequest of Isaac D. Fletcher, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911927,https://images.metmuseum.org/CRDImages/as/original/DP-40666-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40666-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-40666-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40666-002.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.415,2025.415,911929,Picking Tea in Autumn Heat,,Woodblock print; ink on paper with additional hand coloring,Prints,"Emily Byrne Curtis Fund, 2025",1,https://www.metmuseum.org/art/collection/search/911929,https://images.metmuseum.org/CRDImages/as/original/DP-40863-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40863-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-40863-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.416,2025.416,911931,Story of The Western Chamber,,Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,"Douglas Dillon Fund, 2025",1,https://www.metmuseum.org/art/collection/search/911931,https://images.metmuseum.org/CRDImages/as/original/DP-41318-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41318-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-41318-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41318-002.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.417,2025.417,911936,Second part of The Story of the Lute,,Hanging scroll; woodblock print; two shades of ink on paper with additional hand coloring,Prints,"Purchase, Robert Hatfield Ellsworth Bequest, 2025",1,https://www.metmuseum.org/art/collection/search/911936,https://images.metmuseum.org/CRDImages/as/original/DP-40667-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40667-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-40667-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40667-002.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.418,2025.418,911938,View of Putuoshan on the Southern Sea,,Woodblock print; ink on paper with additional hand coloring,Prints,"Purchase by subscription, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911938,https://images.metmuseum.org/CRDImages/as/original/DP-41319-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41319-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41319-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.419,2025.419,911939,View of Putuoshan on the Southern Sea,,Woodblock print; ink on paper with additional hand coloring,Prints,"Purchase, Gift of Philip A. Rollins, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911939,https://images.metmuseum.org/CRDImages/as/original/DP-41320-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41320-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41320-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.420,2025.420,911944,Spring Morning in the Han Palace,,Woodblock print; ink on paper,Prints,"Funds from various donors, 2025",1,https://www.metmuseum.org/art/collection/search/911944,https://images.metmuseum.org/CRDImages/as/original/DP-40864-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40864-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-40864-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.421,2025.421,911945,Adoration of a Sage,,Woodblock print; ink on paper,Prints,"Funds from various donors, 2025",1,https://www.metmuseum.org/art/collection/search/911945,https://images.metmuseum.org/CRDImages/as/original/DP-40865-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40865-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-40865-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.422,2025.422,911946,View of Western architecture,,Woodblock print; ink on paper with additional hand coloring,Prints,"Douglas Dillon Fund, 2025",1,https://www.metmuseum.org/art/collection/search/911946,https://images.metmuseum.org/CRDImages/as/original/DP-41323-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41323-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41323-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.423,2025.423,911947,A Hunt on the Plains,,Woodblock print; ink on paper with additional hand coloring,Prints,"Purchase by subscription, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911947,https://images.metmuseum.org/CRDImages/as/original/DP-41324-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41324-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41324-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.427,2025.427,911961,The Jade Hairpin,,Woodblock print; ink on paper with additional hand coloring,Prints,"Purchase, Bequest of William Rhinelander Stewart, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911961,https://images.metmuseum.org/CRDImages/as/original/DP-41449-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41449-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41449-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.428,2025.428,913059,Amorous scene,,Woodblock print; ink on paper,Prints,"Purchase, Gift of Mrs. Lewis G. Morris, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/913059,https://images.metmuseum.org/CRDImages/as/original/DP-41450-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41450-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41450-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.429,2025.429,911968,Reunion of the Heroes,,Woodblock print; ink on paper with additional hand coloring,Prints,"Purchase, Gift of Mrs. Harry Payne Bingham, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911968,https://images.metmuseum.org/CRDImages/as/original/DP-40866-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40866-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-40866-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.430,2025.430,911973,Stone Lake In Suzhou : An Emulation of ‘Famous Scenes of West Lake’,,Woodblock print; ink on paper with additional hand coloring,Prints,"Purchase, Robert Hatfield Ellsworth Bequest, 2025",1,https://www.metmuseum.org/art/collection/search/911973,https://images.metmuseum.org/CRDImages/as/original/DP-41326-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41326-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41326-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.431,2025.431,911976,Second Part of Tale of Washing the Silken Gauze,,Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,"Purchase, C.C. Wang Family Fund Gift, 2025",1,https://www.metmuseum.org/art/collection/search/911976,https://images.metmuseum.org/CRDImages/as/original/DP-40669-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40669-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-40669-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40669-002.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.432,2025.432,911977,Children and Grandchildren Bring Fortune and Prosperity. The Eight Barbarians Bring Tribute,,Woodblock print; ink on paper with additional hand coloring,Prints,"Purchase, Robert Hatfield Ellsworth Bequest, 2025",1,https://www.metmuseum.org/art/collection/search/911977,https://images.metmuseum.org/CRDImages/as/original/DP-41327-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41327-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41327-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.433,2025.433,911978,The Character Fu,,Woodblock print; ink on paper with additional hand coloring,Prints,"Purchase, Gift of Mrs. Lewis G. Morris, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911978,https://images.metmuseum.org/CRDImages/as/original/DP-41328-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41328-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41328-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.434,2025.434,911980,Lady Holding a Brush,,Woodblock print; ink on paper with additional hand coloring,Prints,"Purchase, Robert Hatfield Ellsworth Bequest, 2025",1,https://www.metmuseum.org/art/collection/search/911980,https://images.metmuseum.org/CRDImages/as/original/DP-41329-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41329-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41329-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.435,2025.435,911981,Scene of Westerners,,Woodblock print; ink on paper with additional hand coloring,Prints,"Funds from various donors, 2025",1,https://www.metmuseum.org/art/collection/search/911981,https://images.metmuseum.org/CRDImages/as/original/DP-40867-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40867-001.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-41330-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40867-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.436,2025.436,911982,The Beautiful Scenery of Famous Mount Putuo on the Southern Sea,,Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,"Purchase, Samuel P. Avery Memorial Fund, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911982,https://images.metmuseum.org/CRDImages/as/original/DP-40670-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40670-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-40670-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40670-002.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.437,2025.437,911983,Complete Geographical Map of the Everlasting Unified Qing Empire,,Four-panel folding screen; woodblock print; ink and color on paper,Prints,"Florence and Herbert Irving Acquisitions Fund for Asian Art, 2025",1,https://www.metmuseum.org/art/collection/search/911983,https://images.metmuseum.org/CRDImages/as/original/DP-41331-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41331-001.jpg,4,https://images.metmuseum.org/CRDImages/as/original/DP-41331-002.jpg|https://images.metmuseum.org/CRDImages/as/original/DP-41331-003.jpg|https://images.metmuseum.org/CRDImages/as/original/DP-41331-004.jpg|https://images.metmuseum.org/CRDImages/as/original/DP-41331-005.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41331-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.438,2025.438,911984,Promoting Officials,,Woodblock print; ink on paper,Prints,"Emily Byrne Curtis Fund, 2025",1,https://www.metmuseum.org/art/collection/search/911984,https://images.metmuseum.org/CRDImages/as/original/DP-40868-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40868-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-40868-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.439,2025.439,911987,Eight Immortals and Twelve Zodiac Animals,,Woodblock print; ink on paper with additional hand coloring,Prints,"Purchase, Bequest of Robert West, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911987,https://images.metmuseum.org/CRDImages/as/original/DP-41333-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41333-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41333-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.440,2025.440,911990,White Snake Tale Game,,Woodblock print; ink on paper with additional hand coloring,Prints,"Purchase, Gift of Mrs. Lewis G. Morris, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911990,https://images.metmuseum.org/CRDImages/as/original/DP-41451-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41451-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41451-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.441,2025.441,911991,Agricultural Tasks,,Woodblock print; ink on paper,Prints,"Purchase, GIft of William B. Osgood Field, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911991,https://images.metmuseum.org/CRDImages/as/original/DP-41452-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41452-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41452-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.442,2025.442,913075,The Two Immortals of Harmony and Unity,,Woodblock print; ink on paper,Prints,"Funds from various donors, 2025",1,https://www.metmuseum.org/art/collection/search/913075,https://images.metmuseum.org/CRDImages/as/original/DP-41453-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41453-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41453-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.443,2025.443,911992,"Summer basket: lotus, pomegranate and day lily",,Polychrome woodblock print; ink and color on paper with embossing,Prints,"Purchase, Friends of Asian Art Gifts, 2025",1,https://www.metmuseum.org/art/collection/search/911992,https://images.metmuseum.org/CRDImages/as/original/DP-41454-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41454-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41454-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.444,2025.444,911995,"Autumn basket: hibiscus, yellow hibiscus and chrysanthemum",,Polychrome woodblock print; ink and color on paper with embossing,Prints,"Purchase, Friends of Asian Art Gifts, 2025",1,https://www.metmuseum.org/art/collection/search/911995,https://images.metmuseum.org/CRDImages/as/original/DP-41455-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41455-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41455-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.445,2025.445,911996,Magpies,,Polychrome woodblock print; ink and color on paper,Prints,"Purchase, Friends of Asian Art Gifts, 2025",1,https://www.metmuseum.org/art/collection/search/911996,https://images.metmuseum.org/CRDImages/as/original/DP-41456-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41456-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41456-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.446,2025.446,911997,Bird on hibiscus,,Polychrome woodblock print; ink and color on paper,Prints,"Purchase, Friends of Asian Art Gifts, 2025",1,https://www.metmuseum.org/art/collection/search/911997,https://images.metmuseum.org/CRDImages/as/original/DP-41457-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41457-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41457-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.447,2025.447,912002,Butterflies and Bee on Chrysanthemum,,Polychrome woodblock print; ink and color on paper,Prints,"Purchase, Gift of Mrs. Samuel T. Peters, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/912002,https://images.metmuseum.org/CRDImages/as/original/DP-41458-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41458-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41458-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.448,2025.448,912004,Apples and Pomegranates.,,Polychrome woodblock print; ink and color on paper,Prints,"Purchase, Jane and Raphael Bernstein Gift, 2025",1,https://www.metmuseum.org/art/collection/search/912004,https://images.metmuseum.org/CRDImages/as/original/DP-41459-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41459-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41459-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.449,2025.449,912008,Butterflies on Loquats,,Polychrome woodblock print; ink and color on paper,Prints,"Purchase, Jane and Raphael Bernstein Gift, 2025",1,https://www.metmuseum.org/art/collection/search/912008,https://images.metmuseum.org/CRDImages/as/original/DP-41460-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41460-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41460-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.450,2025.450,912012,Butterfly on Peony and Iris,,Polychrome woodblock print; ink and color on paper,Prints,"Purchase, Jane and Raphael Bernstein Gift, 2025",1,https://www.metmuseum.org/art/collection/search/912012,https://images.metmuseum.org/CRDImages/as/original/DP-41461-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41461-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41461-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.451,2025.451,912015,Butterfly on Buddha's Hand Citron,,Polychrome woodblock print; ink and color on paper,Prints,"Purchase, Bequest of William Rhinelander Stewart and funds from various donors, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/912015,https://images.metmuseum.org/CRDImages/as/original/DP-41462-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41462-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41462-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.452,2025.452,912016,Poppy and Stone,,Polychrome woodblock print; ink and color on paper,Prints,"Emily Byrne Curtis Fund, 2025",1,https://www.metmuseum.org/art/collection/search/912016,https://images.metmuseum.org/CRDImages/as/original/DP-41463-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41463-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41463-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.453,2025.453,912017,Orchid and Stone,,Polychrome woodblock print; ink and color on paper,Prints,"Emily Byrne Curtis Fund, 2025",1,https://www.metmuseum.org/art/collection/search/912017,https://images.metmuseum.org/CRDImages/as/original/DP-41464-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41464-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41464-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.454,2025.454,912018,Roses?,,Polychrome woodblock print; ink and color on paper,Prints,"Emily Byrne Curtis Fund, 2025",1,https://www.metmuseum.org/art/collection/search/912018,https://images.metmuseum.org/CRDImages/as/original/DP-41465-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41465-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41465-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.455,2025.455,912023,Bird on Viburnum,,Polychrome woodblock print; ink and color on paper,Prints,"Purchase, Gift of Mrs. Edward S. Harkness, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/912023,https://images.metmuseum.org/CRDImages/as/original/DP-41466-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41466-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41466-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.456,2025.456,912024,Mynah Birds,,Polychrome woodblock print; ink and color on paper,Prints,"Purchase, Gift of Mrs. Edward S. Harkness, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/912024,https://images.metmuseum.org/CRDImages/as/original/DP-41467-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41467-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41467-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.457,2025.457,912025,Grasshopper on Pomegranate,,Polychrome woodblock print; ink and color on paper,Prints,"Purchase, Bequest of Robert West, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/912025,https://images.metmuseum.org/CRDImages/as/original/DP-41468-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41468-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41468-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.458,2025.458,912028,Pomegranate in a bronze vase,,Polychrome woodblock print; ink and color on paper,Prints,"Purchase, Friends of Asian Art Gifts, 2025",1,https://www.metmuseum.org/art/collection/search/912028,https://images.metmuseum.org/CRDImages/as/original/DP-41469-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41469-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41469-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.459,2025.459,912030,Chrysanthemum and Begonia in a Bronze Vase,,Polychrome woodblock print; ink and color on paper,Prints,"Purchase, C.C. Wang Family Fund Gift, 2025",1,https://www.metmuseum.org/art/collection/search/912030,https://images.metmuseum.org/CRDImages/as/original/DP-41470-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41470-001.jpg,0,,https://images.metmuseum.org/CRDImages/as/original/DP-41470-001.jpg,official_original_public_domain,pending_catalogue_concordance
MET:2025.460,2025.460,912945,"Wooden chest with print ""Gusu Beauty in Winter"" pasted inside",,Pinewood (chest); polychrome woodblock print; ink and color on paper,Furniture,"Purchase by subscription, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/912945,https://images.metmuseum.org/CRDImages/as/original/DP-41019-004.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41019-004.jpg,3,https://images.metmuseum.org/CRDImages/as/original/DP-41019-003.jpg|https://images.metmuseum.org/CRDImages/as/original/DP-41019-001.jpg|https://images.metmuseum.org/CRDImages/as/original/DP-41019-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41019-004.jpg,official_original_public_domain,pending_catalogue_concordance
