working_220_id,museum_code,museum_name,accession,object_id,record_type,cover_accession_number,title_en,title_zh,culture,date_or_period,medium_or_technique,classification_or_type,object_url,api_url,public_domain,original_image_url,print_image_url,web_image_url,additional_images,additional_image_count,downloadable_original,download_status,museum_core_version,museum_core_status,boundary_hypothesis,boundary_confidence,book_catalogue_no,book_plate_no,book_page,book_match_status,book_match_basis,book_match_confidence,notes
CMA:2025.86,CMA,Cleveland Museum of Art,2025.86,679114,object,,Print of Xu Gate and the City Moat,胥門護城河畔圖,"['Southeast China, Suzhou, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Multicolor woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.86,https://openaccess-api.clevelandart.org/api/artworks/2025.86,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.89,CMA,Cleveland Museum of Art,2025.89,679117,object,,Beauties with Orchids,美人蘭花圖,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.89,https://openaccess-api.clevelandart.org/api/artworks/2025.89,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.90,CMA,Cleveland Museum of Art,2025.90,679118,object,,Ladies Playing with a Baby,仕女戲嬰圖,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.90,https://openaccess-api.clevelandart.org/api/artworks/2025.90,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.91,CMA,Cleveland Museum of Art,2025.91,694844,cover,,Two Prints: Mu Yuying Smashes the Gate of Heaven Formation; Happy Fisherfolk,穆御英大破天門陣; 漁家歡樂,"['China, Qing dynasty (1644–1911), Kangxi reign (1622–1722)']",1662–1722,Two polychrome woodblock prints bound along middle; ink and color on paper,Print,https://clevelandart.org/art/2025.91,https://openaccess-api.clevelandart.org/api/artworks/2025.91,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,cover_counts_once_dependent_parts_do_not_count
CMA:2025.92,CMA,Cleveland Museum of Art,2025.92,694779,cover,,Three prints: Zhang Qian Chances upon Douniu Celestial Palace; The Twenty Four Paragons of Filial Piety; A Scene of Early Spring,張騫誤入斗牛宮; 二十四孝; 早春圖,"['China, Qing dynasty (1644–1911), Yongzheng reign (1723–35) to Qianlong reign (1736–95)']",1723–95,Three polychrome woodblock prints bound into a booklet; ink and color on paper,Print,https://clevelandart.org/art/2025.92,https://openaccess-api.clevelandart.org/api/artworks/2025.92,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,cover_counts_once_dependent_parts_do_not_count
CMA:2025.95,CMA,Cleveland Museum of Art,2025.95,679264,object,,New Year's Day,歲朝圖,"['China, Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Hanging scroll; polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.95,https://openaccess-api.clevelandart.org/api/artworks/2025.95,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.96,CMA,Cleveland Museum of Art,2025.96,679265,object,,Story of the Western Chamber,⻄廂記,"['China, Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Hanging scroll; polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.96,https://openaccess-api.clevelandart.org/api/artworks/2025.96,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.98,CMA,Cleveland Museum of Art,2025.98,679267,object,,Mother with Son Holding a Brush,母童執筆圖,"['China, Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Hanging scroll; polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.98,https://openaccess-api.clevelandart.org/api/artworks/2025.98,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.99,CMA,Cleveland Museum of Art,2025.99,679268,object,,Fang Qing Collapses on the Snow and Encounters Bi Yunxian,方卿跌雪遇畢雲顯,"['China, Qing dynasty (1644–1911), Jiaqing period (1796–1820)']",1796–1820,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.99,https://openaccess-api.clevelandart.org/api/artworks/2025.99,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.100,CMA,Cleveland Museum of Art,2025.100,396870,object,,View of Changmen Gate in Suzhou,蘇州閶⾨景,"['China, Suzhou, Qing dynasty (1644–1911)']",1700s,Hanging scroll; printed in two shades of black and red ink,Print,https://clevelandart.org/art/2025.100,https://openaccess-api.clevelandart.org/api/artworks/2025.100,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.101,CMA,Cleveland Museum of Art,2025.101,679269,object,,Long Guanbao from the Ballad Wuxiangqiu Performs Martial Arts on a Stage,武香球龍官寶打擂檯,"['China, Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.101,https://openaccess-api.clevelandart.org/api/artworks/2025.101,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.102,CMA,Cleveland Museum of Art,2025.102,679270,object,,Eight Immortals Honoring the God of Longevity,八仙上壽選仙圖,"['China, Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Woodblock print; ink on paper,Print,https://clevelandart.org/art/2025.102,https://openaccess-api.clevelandart.org/api/artworks/2025.102,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.103,CMA,Cleveland Museum of Art,2025.103,679271,object,,Eight Immortals and Twelve Zodiac Animals,八仙十二生肖圖,"['China, Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Woodblock print; ink on paper,Print,https://clevelandart.org/art/2025.103,https://openaccess-api.clevelandart.org/api/artworks/2025.103,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.104,CMA,Cleveland Museum of Art,2025.104,679272,object,,Dominoes,骨牌圖,"['China, Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Woodblock print; ink on paper,Print,https://clevelandart.org/art/2025.104,https://openaccess-api.clevelandart.org/api/artworks/2025.104,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.105,CMA,Cleveland Museum of Art,2025.105,679273,object,,Leifeng Pagoda Board Game,雷峰塔牌子,"['China, Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Woodblock print; ink on paper,Print,https://clevelandart.org/art/2025.105,https://openaccess-api.clevelandart.org/api/artworks/2025.105,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.106,CMA,Cleveland Museum of Art,2025.106,679345,object,,"Winter Basket: Narcissus, Camellia, and Wax Plum",冬藍：水仙、茶花、蠟梅,"['China, Suzhou, Qing dynasty (1644–1911)']",1700–1750,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.106,https://openaccess-api.clevelandart.org/api/artworks/2025.106,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.107,CMA,Cleveland Museum of Art,2025.107,679346,object,,"Spring Basket: Peony, White Magnolia, and Peach Blossom",春藍：牡丹、白玉蘭、桃花,"['China, Suzhou, Qing dynasty (1644–1911)']",1700–1750,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.107,https://openaccess-api.clevelandart.org/api/artworks/2025.107,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.109,CMA,Cleveland Museum of Art,2025.109,679348,object,,Waxbills,臘轉春回 - 蠟嘴鳥,"['China, Suzhou, Qing dynasty (1644–1911)']",1700–1750,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.109,https://openaccess-api.clevelandart.org/api/artworks/2025.109,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.110,CMA,Cleveland Museum of Art,2025.110,679352,object,,Birds on Plum Branches,,"['Southeast China, Suzhou, Qing dynasty (1644–1911)']",1700–1750,Multicolor woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.110,https://openaccess-api.clevelandart.org/api/artworks/2025.110,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.111,CMA,Cleveland Museum of Art,2025.111,679353,object,,Sleeping Birds,月下樹上小鳥,"['Southeast China, Suzhou, Qing dynasty (1644–1911)']",1700–1750,Multicolor woodblock print; ink and five colors on paper,Print,https://clevelandart.org/art/2025.111,https://openaccess-api.clevelandart.org/api/artworks/2025.111,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.112,CMA,Cleveland Museum of Art,2025.112,679354,object,,Butterflies on Roses,玫瑰與蝴蝶,"['China, Suzhou, Qing dynasty (1644–1911)']",1700–1750,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.112,https://openaccess-api.clevelandart.org/api/artworks/2025.112,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.114,CMA,Cleveland Museum of Art,2025.114,679365,object,,Apples and Pomegranates,,"['China, Suzhou, Qing dynasty (1644–1911)']",first half of the 1700s,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.114,https://openaccess-api.clevelandart.org/api/artworks/2025.114,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.115,CMA,Cleveland Museum of Art,2025.115,679366,object,,Watermelon and Grapes,西瓜與葡萄,"['China, Suzhou, Qing dynasty (1644–1911)']",1700–1750,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.115,https://openaccess-api.clevelandart.org/api/artworks/2025.115,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.117,CMA,Cleveland Museum of Art,2025.117,679367,object,,Praying Mantis on a Lychee,荔枝上的螳螂,"['Southeast China, Suzhou, Qing dynasty (1644–1911)']",1700–1750,Multicolor woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.117,https://openaccess-api.clevelandart.org/api/artworks/2025.117,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.119,CMA,Cleveland Museum of Art,2025.119,679369,object,,Three Friends of Winter,歲寒三友圖,"['Southeast China, Suzhou, Qing dynasty (1644–1911)']",1700s,Multicolor woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.119,https://openaccess-api.clevelandart.org/api/artworks/2025.119,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.120,CMA,Cleveland Museum of Art,2025.120,679370,object,,Insect on Viburnum,紫荊上的昆蟲,"['China, Suzhou, Qing dynasty (1644–1911)']",1700–1750,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.120,https://openaccess-api.clevelandart.org/api/artworks/2025.120,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.121,CMA,Cleveland Museum of Art,2025.121,679371,object,,"Chrysanthemum, Begonia, and Blue Asters",菊花、秋海棠、與紫菀,"['China, Suzhou, Qing dynasty (1644–1911)']",1700–1750,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.121,https://openaccess-api.clevelandart.org/api/artworks/2025.121,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.122,CMA,Cleveland Museum of Art,2025.122,679372,object,,"Chrysanthemum, Begonia, and Blue Asters",菊花、秋海棠、與紫菀,"['China, Suzhou, Qing dynasty (1644–1911)']",1700–1750,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.122,https://openaccess-api.clevelandart.org/api/artworks/2025.122,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.123,CMA,Cleveland Museum of Art,2025.123,679373,object,,Mustard Garden Print,芥子園畫譜,"['China, Suzhou, Qing dynasty (1644–1911)']",1700–1750,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.123,https://openaccess-api.clevelandart.org/api/artworks/2025.123,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.124,CMA,Cleveland Museum of Art,2025.124,679374,object,,"Autumn Basket: Hibiscus, Yellow Hibiscus, and Chrysanthemum",秋籃: 芙蓉花、黃芙蓉與菊花,"['China, Suzhou, Qing dynasty (1644–1911)']",1700–1750,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.124,https://openaccess-api.clevelandart.org/api/artworks/2025.124,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.125,CMA,Cleveland Museum of Art,2025.125,679375,object,,Praying Mantis on a Lychee,荔枝上的螳螂,"['China, Suzhou, Qing dynasty (1644–1911)']",1700–1750,Polychrome woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.125,https://openaccess-api.clevelandart.org/api/artworks/2025.125,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.126,CMA,Cleveland Museum of Art,2025.126,679376,object,,Vase with Peony,博古花卉圖,"['Southeast China, Suzhou, Qing dynasty (1644–1911)']",1700–1750,Multicolor woodblock print; ink and color on paper,Print,https://clevelandart.org/art/2025.126,https://openaccess-api.clevelandart.org/api/artworks/2025.126,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
CMA:2025.128,CMA,Cleveland Museum of Art,2025.128,685895,object,,One Hundred Boys,百子圖,"['China, Qing dynasty (1644–1911), Jiaqing period (1796–1820)']",1700s,woodblock print,Print,https://clevelandart.org/art/2025.128,https://openaccess-api.clevelandart.org/api/artworks/2025.128,1,,,,,0,0,no_current_CMA_API_image,CMA-v1.5,working_113_unit,CMA 2025.19–2025.128 + official record semantics,strong_structural_pending_book_concordance,,,,pending_catalogue_concordance,,,object_counts_once
MET:2025.424,MET,The Metropolitan Museum of Art,2025.424,911955,museum_object,,A Beauty Leading a Monkey,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911955,https://collectionapi.metmuseum.org/public/collection/v1/objects/911955,0,,,,,0,0,known_restricted_non_PD,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.425,MET,The Metropolitan Museum of Art,2025.425,911959,museum_object,,Zhang Qian Chances upon Douniu Celestial Palace,,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911959,https://collectionapi.metmuseum.org/public/collection/v1/objects/911959,0,,,,,0,0,known_restricted_non_PD,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.426,MET,The Metropolitan Museum of Art,2025.426,911960,museum_object,,Two Beauties Playing Music,,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911960,https://collectionapi.metmuseum.org/public/collection/v1/objects/911960,0,,,,,0,0,known_restricted_non_PD,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
