working_220_id,museum_code,museum_name,accession,object_id,record_type,cover_accession_number,title_en,title_zh,culture,date_or_period,medium_or_technique,classification_or_type,object_url,api_url,public_domain,original_image_url,print_image_url,web_image_url,additional_images,additional_image_count,downloadable_original,download_status,museum_core_version,museum_core_status,boundary_hypothesis,boundary_confidence,book_catalogue_no,book_plate_no,book_page,book_match_status,book_match_basis,book_match_confidence,notes
MET:2025.354,MET,The Metropolitan Museum of Art,2025.354,911817,museum_object,,Scenic Spots of Zhenjiang,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911817,https://collectionapi.metmuseum.org/public/collection/v1/objects/911817,1,https://images.metmuseum.org/CRDImages/as/original/DP-40650-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40650-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40650-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.355,MET,The Metropolitan Museum of Art,2025.355,911818,museum_object,,Scenic Spots of Zhenjiang,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911818,https://collectionapi.metmuseum.org/public/collection/v1/objects/911818,1,https://images.metmuseum.org/CRDImages/as/original/DP-40651-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40651-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40651-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.356,MET,The Metropolitan Museum of Art,2025.356,911819,museum_object,,Manchus Quarrel During a Chess Game,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911819,https://collectionapi.metmuseum.org/public/collection/v1/objects/911819,1,https://images.metmuseum.org/CRDImages/as/original/DP-40652-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40652-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40652-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.357,MET,The Metropolitan Museum of Art,2025.357,911822,museum_object,,Boys Picking Lotus,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911822,https://collectionapi.metmuseum.org/public/collection/v1/objects/911822,1,https://images.metmuseum.org/CRDImages/as/original/DP-40653-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40653-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40653-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.358,MET,The Metropolitan Museum of Art,2025.358,911824,museum_object,,May You Soon Bear Noble Sons,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; woodblock print; printed in black outline with printed and hand-painted color,Prints,https://www.metmuseum.org/art/collection/search/911824,https://collectionapi.metmuseum.org/public/collection/v1/objects/911824,1,https://images.metmuseum.org/CRDImages/as/original/DP-40654-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40654-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40654-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.359,MET,The Metropolitan Museum of Art,2025.359,911825,museum_object,,Mother and Child,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911825,https://collectionapi.metmuseum.org/public/collection/v1/objects/911825,1,https://images.metmuseum.org/CRDImages/as/original/DP-40655-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40655-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40655-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.360,MET,The Metropolitan Museum of Art,2025.360,911826,museum_object,,The Two Immortals of Harmony and Unity,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911826,https://collectionapi.metmuseum.org/public/collection/v1/objects/911826,1,https://images.metmuseum.org/CRDImages/as/original/DP-40656-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40656-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40656-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.361,MET,The Metropolitan Museum of Art,2025.361,911827,museum_object,,The Two Immortals of Harmony and Unity,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911827,https://collectionapi.metmuseum.org/public/collection/v1/objects/911827,1,https://images.metmuseum.org/CRDImages/as/original/DP-40656-003.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40656-003.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.362,MET,The Metropolitan Museum of Art,2025.362,911830,museum_object,,Two Beauties Gather Lotus,,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911830,https://collectionapi.metmuseum.org/public/collection/v1/objects/911830,1,https://images.metmuseum.org/CRDImages/as/original/DP-41445-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41445-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41445-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.363,MET,The Metropolitan Museum of Art,2025.363,911834,museum_object,,Three Boys Grabbing Nobility,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911834,https://collectionapi.metmuseum.org/public/collection/v1/objects/911834,1,https://images.metmuseum.org/CRDImages/as/original/DP-40657-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40657-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40657-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.364,MET,The Metropolitan Museum of Art,2025.364,911836,museum_object,,Ten Views of West Lake,,"China, Suzhou","Qing dynasty (1644–1911), Yongzheng–Qianlong period (1723–95)",Woodblock print; ink on paper,Prints,https://www.metmuseum.org/art/collection/search/911836,https://collectionapi.metmuseum.org/public/collection/v1/objects/911836,1,https://images.metmuseum.org/CRDImages/as/original/DP-41821-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41821-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.365,MET,The Metropolitan Museum of Art,2025.365,911838,museum_object,,Lady with Boys Playing Instruments,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911838,https://collectionapi.metmuseum.org/public/collection/v1/objects/911838,1,https://images.metmuseum.org/CRDImages/as/original/DP-41446-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41446-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.366,MET,The Metropolitan Museum of Art,2025.366,911839,museum_object,,One Hundred Longevity Characters,,"China, Suzhou",Ming dynasty (1368–1644)?,Woodblock print; ink and color on paper,Prints,https://www.metmuseum.org/art/collection/search/911839,https://collectionapi.metmuseum.org/public/collection/v1/objects/911839,1,https://images.metmuseum.org/CRDImages/as/original/DP-41270-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41270-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.367,MET,The Metropolitan Museum of Art,2025.367,911843,museum_object,,Character meaning “good fortune”,,"China, Suzhou",18th century,Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911843,https://collectionapi.metmuseum.org/public/collection/v1/objects/911843,1,https://images.metmuseum.org/CRDImages/as/original/DP-41271-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41271-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.368,MET,The Metropolitan Museum of Art,2025.368,911846,museum_object,,Magu Bestows Longevity,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911846,https://collectionapi.metmuseum.org/public/collection/v1/objects/911846,1,https://images.metmuseum.org/CRDImages/as/original/DP-41272-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41272-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.369,MET,The Metropolitan Museum of Art,2025.369,911847,museum_object,,Five Boys Competing for Distinction,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911847,https://collectionapi.metmuseum.org/public/collection/v1/objects/911847,1,https://images.metmuseum.org/CRDImages/as/original/DP-41273-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41273-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.370,MET,The Metropolitan Museum of Art,2025.370,911849,museum_object,,Basin of Accumulated Treasures,,"China, Suzhou",18th century,Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911849,https://collectionapi.metmuseum.org/public/collection/v1/objects/911849,1,https://images.metmuseum.org/CRDImages/as/original/DP-41274-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41274-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.371,MET,The Metropolitan Museum of Art,2025.371,911850,museum_object,,View of Putuoshan on the Southern Sea,,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911850,https://collectionapi.metmuseum.org/public/collection/v1/objects/911850,1,https://images.metmuseum.org/CRDImages/as/original/DP-41275-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41275-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.372,MET,The Metropolitan Museum of Art,2025.372,911851,museum_object,,One Hundred Boys,百子图,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911851,https://collectionapi.metmuseum.org/public/collection/v1/objects/911851,1,https://images.metmuseum.org/CRDImages/as/original/DP-41276-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41276-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.373,MET,The Metropolitan Museum of Art,2025.373,911852,museum_object,,A Record of Tiger Hill in Suzhou,,"China, Suzhou",18th century,Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911852,https://collectionapi.metmuseum.org/public/collection/v1/objects/911852,1,https://images.metmuseum.org/CRDImages/as/original/DP-41277-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41277-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.374,MET,The Metropolitan Museum of Art,2025.374,911854,museum_object,,Ladies with Peony Flowers,牡丹仕女圖,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911854,https://collectionapi.metmuseum.org/public/collection/v1/objects/911854,1,https://images.metmuseum.org/CRDImages/as/original/DP-41278-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41278-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.375,MET,The Metropolitan Museum of Art,2025.375,911857,museum_object,,The Holy Emperor Lord Guan,,"China, Suzhou",Ming dynasty (1368–1644)?,Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911857,https://collectionapi.metmuseum.org/public/collection/v1/objects/911857,1,https://images.metmuseum.org/CRDImages/as/original/DP-40846-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40846-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.376,MET,The Metropolitan Museum of Art,2025.376,911858,museum_object,,New Year’s Day,歲朝圖,"China, Suzhou",1747,Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911858,https://collectionapi.metmuseum.org/public/collection/v1/objects/911858,1,https://images.metmuseum.org/CRDImages/as/original/DP-41280-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41280-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.377,MET,The Metropolitan Museum of Art,2025.377,911860,museum_object,,Scenic Sites of Famous Mount Putuo on the Southern Sea,,"China, Suzhou","Qing dynasty (1644–1911), Xianfeng period (1851–61)",Woodblock print; ink on paper,Prints,https://www.metmuseum.org/art/collection/search/911860,https://collectionapi.metmuseum.org/public/collection/v1/objects/911860,1,https://images.metmuseum.org/CRDImages/as/original/DP-41281-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41281-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41281-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.378,MET,The Metropolitan Museum of Art,2025.378,911861,museum_object,,Gusu Beauty in Winter,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911861,https://collectionapi.metmuseum.org/public/collection/v1/objects/911861,1,https://images.metmuseum.org/CRDImages/as/original/DP-41282-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41282-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.379,MET,The Metropolitan Museum of Art,2025.379,911867,museum_object,,"Woman teaching children to paint, from four-print set “Women teaching children the four accomplishments”",,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911867,https://collectionapi.metmuseum.org/public/collection/v1/objects/911867,1,https://images.metmuseum.org/CRDImages/as/original/DP-41283-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41283-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.380,MET,The Metropolitan Museum of Art,2025.380,911868,museum_object,,"Woman teaching children to read and write calligraphy, from four-print set “Women teaching children the four accomplishments”",,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911868,https://collectionapi.metmuseum.org/public/collection/v1/objects/911868,1,https://images.metmuseum.org/CRDImages/as/original/DP-41284-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41284-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.381,MET,The Metropolitan Museum of Art,2025.381,911871,museum_object,,"Woman teaching children to play chess, from four-print set “Women teaching children the four accomplishments”",,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911871,https://collectionapi.metmuseum.org/public/collection/v1/objects/911871,1,https://images.metmuseum.org/CRDImages/as/original/DP-41285-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41285-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.382,MET,The Metropolitan Museum of Art,2025.382,911872,museum_object,,"Woman teaching children to play the guqin zither, from four-print set “Women teaching children the four accomplishments""",,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911872,https://collectionapi.metmuseum.org/public/collection/v1/objects/911872,1,https://images.metmuseum.org/CRDImages/as/original/DP-41286-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41286-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.383,MET,The Metropolitan Museum of Art,2025.383,911954,museum_object,,Mother and Son by a Pavilion,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911954,https://collectionapi.metmuseum.org/public/collection/v1/objects/911954,1,https://images.metmuseum.org/CRDImages/as/original/DP-41473-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41473-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.384,MET,The Metropolitan Museum of Art,2025.384,911873,museum_object,,Gilding the Lily,錦上添花,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911873,https://collectionapi.metmuseum.org/public/collection/v1/objects/911873,1,https://images.metmuseum.org/CRDImages/as/original/DP-41287-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41287-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.385,MET,The Metropolitan Museum of Art,2025.385,911874,museum_object,,Story of the Western Chamber,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",HaHanging scroll; woodblock print; two shades of ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911874,https://collectionapi.metmuseum.org/public/collection/v1/objects/911874,1,https://images.metmuseum.org/CRDImages/as/original/DP-40658-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40658-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40658-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.386,MET,The Metropolitan Museum of Art,2025.386,911875,museum_object,,Yang Guifei  and the Tang Emperor Minghuang,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; woodblock print; ink on paper,Prints,https://www.metmuseum.org/art/collection/search/911875,https://collectionapi.metmuseum.org/public/collection/v1/objects/911875,1,https://images.metmuseum.org/CRDImages/as/original/DP-40659-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40659-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40659-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.387,MET,The Metropolitan Museum of Art,2025.387,911876,museum_object,,Taozhu Brings Wealth,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper,Prints,https://www.metmuseum.org/art/collection/search/911876,https://collectionapi.metmuseum.org/public/collection/v1/objects/911876,1,https://images.metmuseum.org/CRDImages/as/original/DP-41290-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41290-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41290-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.388,MET,The Metropolitan Museum of Art,2025.388,911877,museum_object,,Picture of a Happy Family,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911877,https://collectionapi.metmuseum.org/public/collection/v1/objects/911877,1,https://images.metmuseum.org/CRDImages/as/original/DP-40660-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40660-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40660-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.389,MET,The Metropolitan Museum of Art,2025.389,911879,museum_object,,Twenty-Eight Constellations Battle at Kunyang,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911879,https://collectionapi.metmuseum.org/public/collection/v1/objects/911879,1,https://images.metmuseum.org/CRDImages/as/original/DP-40661-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40661-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40661-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.390,MET,The Metropolitan Museum of Art,2025.390,911881,museum_object,,Scenic View of Yueyang Tower,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911881,https://collectionapi.metmuseum.org/public/collection/v1/objects/911881,1,https://images.metmuseum.org/CRDImages/as/original/DP-40662-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40662-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40662-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.391,MET,The Metropolitan Museum of Art,2025.391,911887,museum_object,,Two Beauties Enjoy a Butterfly,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911887,https://collectionapi.metmuseum.org/public/collection/v1/objects/911887,1,https://images.metmuseum.org/CRDImages/as/original/DP-40663-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40663-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40663-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.392,MET,The Metropolitan Museum of Art,2025.392,911889,museum_object,,The Herd Boy and the Weaving Maiden,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911889,https://collectionapi.metmuseum.org/public/collection/v1/objects/911889,1,https://images.metmuseum.org/CRDImages/as/original/DP-40664-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40664-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40664-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.393,MET,The Metropolitan Museum of Art,2025.393,911890,museum_object,,A Prevailing Mood of Harmony,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911890,https://collectionapi.metmuseum.org/public/collection/v1/objects/911890,1,https://images.metmuseum.org/CRDImages/as/original/DP-40665-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40665-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40665-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
