machine_id,accession,object_id,title_en,title_zh,culture,period,object_date,medium,dimensions,classification,department,credit_line,is_public_domain,object_url,api_url,primary_image,primary_image_small,additional_image_count,additional_images,has_primary_image,multipart_candidate,multipart_hint,api_checked_utc
MET:2025.393,2025.393,911890,A Prevailing Mood of Harmony,一團和氣,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Hanging scroll; woodblock print; ink on paper with additional hand coloring,"Image: 30 3/4 × 22 5/16 in. (78.1 × 56.7 cm)
Overall with mounting: 82 7/8 × 27 7/16 in. (210.5 × 69.7 cm)
Overall with knobs: 82 7/8 × 31 1/2 in. (210.5 × 80 cm)",Prints,Asian Art,"Purchase, C.C. Wang Family Fund Gift, 2025",1,https://www.metmuseum.org/art/collection/search/911890,https://collectionapi.metmuseum.org/public/collection/v1/objects/911890,https://images.metmuseum.org/CRDImages/as/original/DP-40665-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40665-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-40665-001.jpg,1,0,,2026-08-18T03:31:00.882356+00:00
MET:2025.395,2025.395,911892,Parrot on a Peach Branch,桃花鸚鵡圖,"China, Suzhou","Qing dynasty (1644–1911), Kangxi–Yongzheng period (1662–1735)",,Woodblock print; ink on paper with additional hand coloring,"Image: 26 9/16 × 11 3/8 in. (67.5 × 28.9 cm)
Sheet: 26 9/16 × 11 3/8 in. (67.5 × 28.9 cm)",Prints,Asian Art,"Purchase, Jane and Raphael Bernstein Gift, 2025",1,https://www.metmuseum.org/art/collection/search/911892,https://collectionapi.metmuseum.org/public/collection/v1/objects/911892,https://images.metmuseum.org/CRDImages/as/original/DP-41298-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41298-001.jpg,0,,1,0,,2026-08-18T03:31:01.081671+00:00
MET:2025.396,2025.396,911893,Zhaojun Leaves for the North,昭君出塞,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",,Woodblock print; ink on paper with additional hand coloring,"Image: 24 7/16 × 10 5/8 in. (62 × 27 cm)
Sheet: 28 1/4 × 11 3/4 in. (71.8 × 29.8 cm)",Prints,Asian Art,"Purchase by subscription, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911893,https://collectionapi.metmuseum.org/public/collection/v1/objects/911893,https://images.metmuseum.org/CRDImages/as/original/DP-41299-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41299-001.jpg,0,,1,0,,2026-08-18T03:31:01.495589+00:00
MET:2025.397,2025.397,911897,Satirical Prints of Suzhou Customs,蘇州風俗諷刺畫,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",1760,Woodblock print; ink on paper,"Image: 13 7/16 × 19 7/8 in. (34.1 × 50.5 cm)
Sheet: 14 in. × 20 3/4 in. (35.6 × 52.7 cm)",Prints,Asian Art,"Purchase by subscription, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911897,https://collectionapi.metmuseum.org/public/collection/v1/objects/911897,https://images.metmuseum.org/CRDImages/as/original/DP-40848-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40848-001.jpg,0,,1,0,,2026-08-18T03:31:01.790071+00:00
MET:2025.398,2025.398,911898,Satirical Prints of Suzhou Customs,蘇州風俗諷刺畫,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",1760,Woodblock print; ink on paper,"Image: 13 1/2 × 19 13/16 in. (34.3 × 50.3 cm)
Sheet: 14.× 20 3/4 in. (35.6 × 52.7 cm)",Prints,Asian Art,"Purchase, Gift of Edna H. Sachs, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911898,https://collectionapi.metmuseum.org/public/collection/v1/objects/911898,https://images.metmuseum.org/CRDImages/as/original/DP-40849-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40849-001.jpg,0,,1,0,,2026-08-18T03:31:01.976952+00:00
MET:2025.399,2025.399,911900,Satirical Prints of Suzhou Customs,蘇州風俗諷刺畫,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",1760,Woodblock print; ink on paper,"Image: 14 in. × 19 3/8 in. (35.6 × 49.2 cm)
Sheet: 14 1/4 × 20 1/4 in. (36.2 × 51.4 cm)",Prints,Asian Art,"Purchase, Bequest of Flora E. Whiting, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911900,https://collectionapi.metmuseum.org/public/collection/v1/objects/911900,https://images.metmuseum.org/CRDImages/as/original/DP-40850-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40850-001.jpg,0,,1,0,,2026-08-18T03:31:02.226935+00:00
MET:2025.400,2025.400,911904,Two Beauties Picking Dates,雙美採棗圖,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Woodblock print; ink on paper with additional hand coloring,"Image: 19 1/2 × 10 1/2 in. (49.5 × 26.7 cm)
Sheet: 19 1/2 × 10 1/2 in. (49.5 × 26.7 cm)",Prints,Asian Art,"Purchase, Bequest of Annie C. Kane, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911904,https://collectionapi.metmuseum.org/public/collection/v1/objects/911904,https://images.metmuseum.org/CRDImages/as/original/DP-40851-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40851-001.jpg,0,,1,0,,2026-08-18T03:31:02.403884+00:00
MET:2025.401,2025.401,911907,Print in Western Style with Western Text,丁氏仿泰西筆意墨線版畫,"China, Suzhou","Qing dynasty (1644–1911), Kangxi–Yongzheng period (1662–1735)",,Woodblock print; ink on paper,"Image: 10 3/8 × 11 3/16 in. (26.4 × 28.4 cm)
Sheet: 10 3/8 × 11 3/16 in. (26.4 × 28.4 cm)",Prints,Asian Art,"Purchase, Bequest of Isaac D. Fletcher, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911907,https://collectionapi.metmuseum.org/public/collection/v1/objects/911907,https://images.metmuseum.org/CRDImages/as/original/DP-40852-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40852-001.jpg,0,,1,0,,2026-08-18T03:31:02.787880+00:00
MET:2025.402,2025.402,911909,Scenic Spots of Zhenjiang,鎮江胜境,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Woodblock print; ink on paper with additional hand coloring,"Image: 9 5/8 × 11 1/16 in. (24.4 × 28.1 cm)
Sheet: 9 5/8 × 11 1/16 in. (24.5 × 28.1 cm)",Prints,Asian Art,"Purchase, Bequest of Annie C. Kane, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911909,https://collectionapi.metmuseum.org/public/collection/v1/objects/911909,https://images.metmuseum.org/CRDImages/as/original/DP-40853-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40853-001.jpg,0,,1,0,,2026-08-18T03:31:03.024244+00:00
MET:2025.403,2025.403,911910,The Beautiful Scenery of West Lake,西湖勝景,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",,Woodblock print; ink on paper with additional hand coloring,"Image: 14 13/16 × 22 11/16 in. (37.6 × 57.6 cm)
Sheet: 14 13/16 × 22 11/16 in. (37.6 × 57.6 cm)",Prints,Asian Art,"Purchase by subscription, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911910,https://collectionapi.metmuseum.org/public/collection/v1/objects/911910,https://images.metmuseum.org/CRDImages/as/original/DP-40854-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40854-001.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-41306-001.jpg,1,0,,2026-08-18T03:31:03.207012+00:00
MET:2025.405,2025.405,911912,Two Ladies Playing Music,雙美奏樂圖,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Woodblock print; ink on paper with additional hand coloring,"Image: 12 7/8 × 10 5/16 in. (32.7 × 26.2 cm)
Overall with mounting: 18 7/16 × 14 1/8 in. (46.8 × 35.9 cm)",Prints,Asian Art,"Funds from various donors, 2025",1,https://www.metmuseum.org/art/collection/search/911912,https://collectionapi.metmuseum.org/public/collection/v1/objects/911912,https://images.metmuseum.org/CRDImages/as/original/DP-40855-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40855-001.jpg,0,,1,0,,2026-08-18T03:31:03.427000+00:00
MET:2025.406,2025.406,911913,Beauty and a Cat,美人貓圖,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Woodblock print; ink on paper with additional hand coloring,"Image: 29 1/8 × 12 15/16 in. (74 × 32.9 cm)
Framed: 36 3/4 × 20 1/4 in. (93.3 × 51.4 cm)",Prints,Asian Art,"Purchase, Gift of Mrs. Samuel T. Peters, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911913,https://collectionapi.metmuseum.org/public/collection/v1/objects/911913,https://images.metmuseum.org/CRDImages/as/original/DP-41822-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41822-001.jpg,0,,1,0,,2026-08-18T03:31:03.608417+00:00
MET:2025.407,2025.407,911914,Gold Coins Cover the Ground,遍地金錢,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",,Woodblock print; ink on paper with additional hand coloring,"Image: 14 1/8 × 20 3/16 in. (35.9 × 51.3 cm)
Sheet: 15 1/4 × 23 1/16 in. (38.7 × 58.6 cm)",Prints,Asian Art,"Purchase, C.C. Wang Family Fund Gift, 2025",1,https://www.metmuseum.org/art/collection/search/911914,https://collectionapi.metmuseum.org/public/collection/v1/objects/911914,https://images.metmuseum.org/CRDImages/as/original/DP-40856-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40856-001.jpg,0,,1,0,,2026-08-18T03:31:04.008492+00:00
MET:2025.408,2025.408,911916,Scenes from the First Part of Pearl Pagoda,珍珠塔前本,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Woodblock print; ink on paper with additional hand coloring,"Image: 13 3/4 × 20 1/2 in. (34.9 × 52.1 cm)
Sheet: 15 1/4 × 23 1/16 in. (38.7 × 58.6 cm)",Prints,Asian Art,"Funds from various donors, 2025",1,https://www.metmuseum.org/art/collection/search/911916,https://collectionapi.metmuseum.org/public/collection/v1/objects/911916,https://images.metmuseum.org/CRDImages/as/original/DP-40857-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40857-001.jpg,0,,1,0,,2026-08-18T03:31:04.197010+00:00
MET:2025.409,2025.409,911918,Scenes from Second Part of Generals of the Yang Family,杨家将後,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",,Woodblock print; ink on paper with additional hand coloring,"Image: 12 11/16 × 17 15/16 in. (32.2 × 45.6 cm)
Overall with mounting: 19 1/8 × 24 1/2 in. (48.6 × 62.2 cm)",Prints,Asian Art,"Funds from various donors, 2025",1,https://www.metmuseum.org/art/collection/search/911918,https://collectionapi.metmuseum.org/public/collection/v1/objects/911918,https://images.metmuseum.org/CRDImages/as/original/DP-40858-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40858-001.jpg,0,,1,0,,2026-08-18T03:31:04.425496+00:00
MET:2025.410,2025.410,911920,A Newly-Cut Print : Scenes from the Second Part of Outlaws of the Marsh,新刻後水滸,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",,Woodblock print; ink on paper with additional hand coloring,"Image: 12 9/16 × 18 3/8 in. (31.9 × 46.7 cm)
Overall with mounting: 19 1/8 × 24 15/16 in. (48.6 × 63.4 cm)",Prints,Asian Art,"Purchase, Gift of Mrs. Edward S. Harkness, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911920,https://collectionapi.metmuseum.org/public/collection/v1/objects/911920,https://images.metmuseum.org/CRDImages/as/original/DP-40859-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40859-001.jpg,0,,1,0,,2026-08-18T03:31:04.631179+00:00
MET:2025.411,2025.411,911921,A Newly-Cut Print : Scenes from the First Part of Record of The Three Kingdoms,新刻三國誌前傳,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",,Woodblock print; ink on paper with additional hand coloring,"Image: 12 3/4 × 19 3/16 in. (32.4 × 48.7 cm)
Overall with mounting: 19 1/8 × 25 9/16 in. (48.5 × 64.9 cm)",Prints,Asian Art,"Purchase, Bequest of George Blumenthal, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911921,https://collectionapi.metmuseum.org/public/collection/v1/objects/911921,https://images.metmuseum.org/CRDImages/as/original/DP-40860-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40860-001.jpg,0,,1,0,,2026-08-18T03:31:04.961613+00:00
MET:2025.412,2025.412,911923,A Newly-Cut Print of Illustrations from The Classic of Mountains and Seas,新刻山海經全圖,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",,Woodblock print; ink on paper with additional hand coloring,"Image: 12 3/4 × 18 7/16 in. (32.4 × 46.8 cm)
Overall with mounting: 19 1/8 × 25 in. (48.5 × 63.5 cm)",Prints,Asian Art,"Purchase, Gift of A. Sichel, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911923,https://collectionapi.metmuseum.org/public/collection/v1/objects/911923,https://images.metmuseum.org/CRDImages/as/original/DP-40861-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40861-001.jpg,0,,1,0,,2026-08-18T03:31:05.508608+00:00
MET:2025.413,2025.413,911925,Rebellion Against the Celestial Court,逆犯天朝,"China, Suzhou","Qing dynasty (1644–1911), Xianfeng period (1851–61)",,Woodblock print; ink on paper with additional hand coloring,"Image (inc. borders): 13 1/4 × 19 1/8 in. (33.7 × 48.6 cm)
Sheet: 18 1/4 × 25 1/8 in. (46.4 × 63.8 cm)",Prints,Asian Art,"Emily Byrne Curtis Fund, 2025",1,https://www.metmuseum.org/art/collection/search/911925,https://collectionapi.metmuseum.org/public/collection/v1/objects/911925,https://images.metmuseum.org/CRDImages/as/original/DP-40862-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40862-001.jpg,0,,1,0,,2026-08-18T03:31:05.858134+00:00
MET:2025.415,2025.415,911929,Picking Tea in Autumn Heat,採茶秋熟,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",,Woodblock print; ink on paper with additional hand coloring,"Image: 9 5/16 × 10 7/8 in. (23.6 × 27.6 cm)
Sheet: 10 1/4 × 11 13/16 in. (26 × 30 cm)",Prints,Asian Art,"Emily Byrne Curtis Fund, 2025",1,https://www.metmuseum.org/art/collection/search/911929,https://collectionapi.metmuseum.org/public/collection/v1/objects/911929,https://images.metmuseum.org/CRDImages/as/original/DP-40863-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40863-001.jpg,0,,1,0,,2026-08-18T03:31:06.188373+00:00
MET:2025.416,2025.416,911931,Story of The Western Chamber,西廂記圖,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Hanging scroll; woodblock print; ink on paper with additional hand coloring,"Image: 37 1/8 × 20 1/2 in. (94.3 × 52 cm)
Overall with mounting: 62 5/8 × 22 7/8 in. (159.1 × 58.1 cm)
Overall with knobs: 62 5/8 × 24 7/8 in. (159.1 × 63.2 cm)",Prints,Asian Art,"Douglas Dillon Fund, 2025",1,https://www.metmuseum.org/art/collection/search/911931,https://collectionapi.metmuseum.org/public/collection/v1/objects/911931,https://images.metmuseum.org/CRDImages/as/original/DP-41318-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41318-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-41318-001.jpg,1,0,,2026-08-18T03:31:06.363028+00:00
MET:2025.417,2025.417,911936,Second part of The Story of the Lute,清乾隆 種墨齋印刷 琵琶記後序 版畫,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Hanging scroll; woodblock print; two shades of ink on paper with additional hand coloring,"Image: 36 × 20 7/16 in. (91.4 × 51.9 cm)
Overall with mounting: 68 1/8 × 25 3/4 in. (173 × 65.5 cm)
Overall with knobs: 68 1/8 × 28 1/8 in. (173 × 71.4 cm)",Prints,Asian Art,"Purchase, Robert Hatfield Ellsworth Bequest, 2025",1,https://www.metmuseum.org/art/collection/search/911936,https://collectionapi.metmuseum.org/public/collection/v1/objects/911936,https://images.metmuseum.org/CRDImages/as/original/DP-40667-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40667-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-40667-001.jpg,1,0,,2026-08-18T03:31:06.827493+00:00
MET:2025.418,2025.418,911938,View of Putuoshan on the Southern Sea,南海普陀山境,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",,Woodblock print; ink on paper with additional hand coloring,"Image: 20 9/16 × 38 11/16 in. (52.2 × 98.3 cm)
Sheet: 24 5/8 × 41 5/8 in. (62.5 × 105.7 cm)",Prints,Asian Art,"Purchase by subscription, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911938,https://collectionapi.metmuseum.org/public/collection/v1/objects/911938,https://images.metmuseum.org/CRDImages/as/original/DP-41319-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41319-001.jpg,0,,1,0,,2026-08-18T03:31:07.275111+00:00
MET:2025.419,2025.419,911939,View of Putuoshan on the Southern Sea,南海普陀山境,"China, Suzhou","Qing dynasty (1644–1911), Daoguang period (1821–50)",,Woodblock print; ink on paper with additional hand coloring,"Image: 21 1/2 in. × 36 in. (54.6 × 91.4 cm)
Sheet: 22 15/16 × 37 5/8 in. (58.3 × 95.6 cm)",Prints,Asian Art,"Purchase, Gift of Philip A. Rollins, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911939,https://collectionapi.metmuseum.org/public/collection/v1/objects/911939,https://images.metmuseum.org/CRDImages/as/original/DP-41320-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41320-001.jpg,0,,1,0,,2026-08-18T03:31:07.573653+00:00
MET:2025.420,2025.420,911944,Spring Morning in the Han Palace,漢宫春曉,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Woodblock print; ink on paper,"Image: 10 1/8 × 10 15/16 in. (25.7 × 27.8 cm)
Sheet: 12 1/8 × 12 1/2 in. (30.8 × 31.8 cm)",Prints,Asian Art,"Funds from various donors, 2025",1,https://www.metmuseum.org/art/collection/search/911944,https://collectionapi.metmuseum.org/public/collection/v1/objects/911944,https://images.metmuseum.org/CRDImages/as/original/DP-40864-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40864-001.jpg,0,,1,0,,2026-08-18T03:31:08.065609+00:00
MET:2025.421,2025.421,911945,Adoration of a Sage,朝貢聖人,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Woodblock print; ink on paper,"Image: 9 5/8 × 9 5/8 in. (24.5 × 24.4 cm)
Sheet: 11 15/16 × 13 13/16 in. (30.3 × 35.1 cm)",Prints,Asian Art,"Funds from various donors, 2025",1,https://www.metmuseum.org/art/collection/search/911945,https://collectionapi.metmuseum.org/public/collection/v1/objects/911945,https://images.metmuseum.org/CRDImages/as/original/DP-40865-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40865-001.jpg,0,,1,0,,2026-08-18T03:31:08.395520+00:00
MET:2025.423,2025.423,911947,A Hunt on the Plains,平原圍獵,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",18th century,Woodblock print; ink on paper with additional hand coloring,"Image: 47 in. × 24 3/8 in. (119.4 × 61.9 cm)
Sheet: 47 3/8 × 26 3/8 in. (120.3 × 67 cm)",Prints,Asian Art,"Purchase by subscription, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911947,https://collectionapi.metmuseum.org/public/collection/v1/objects/911947,https://images.metmuseum.org/CRDImages/as/original/DP-41324-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41324-001.jpg,0,,1,0,,2026-08-18T03:31:08.633835+00:00
MET:2025.424,2025.424,911955,A Beauty Leading a Monkey,美人牽猴,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Hanging scroll; woodblock print; ink on paper with additional hand coloring,"Image: 19 13/16 × 11 3/8 in. (50.3 × 28.9 cm)
Overall with mounting: 53 1/2 × 16 1/8 in. (135.9 × 41 cm)
Overall with knobs: 53 1/2 × 18 7/8 in. (135.9 × 47.9 cm)",Prints,Asian Art,"Purchase, Gift of Estate of Mrs. Edward Robinson, by exchange, 2025",0,https://www.metmuseum.org/art/collection/search/911955,https://collectionapi.metmuseum.org/public/collection/v1/objects/911955,,,0,,0,0,,2026-08-18T03:31:09.029416+00:00
MET:2025.425,2025.425,911959,Zhang Qian Chances upon Douniu Celestial Palace,張騫誤入斗牛宮,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",,Woodblock print; ink on paper with additional hand coloring,"Image: 10 11/16 × 11 5/16 in. (27.1 × 28.7 cm)
Sheet (single page): 14 5/16 × 12 1/16 in. (36.4 × 30.6 cm)
Sheet (double page): 14 5/16 in. × 24 in. (36.4 × 61 cm)",Prints,Asian Art,"Purchase, Bequest of William Rhinelander Stewart, by exchange, 2025",0,https://www.metmuseum.org/art/collection/search/911959,https://collectionapi.metmuseum.org/public/collection/v1/objects/911959,,,0,,0,0,,2026-08-18T03:31:09.217362+00:00
MET:2025.426,2025.426,911960,Two Beauties Playing Music,雙美奏樂圖,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",,Woodblock print; ink on paper with additional hand coloring,"Image: 10 1/2 × 11 5/16 in. (26.7 × 28.7 cm)
Sheet (single page): 14 5/16 in. × 12 in. (36.4 × 30.5 cm)
Sheet (double page): 14 5/16 in. × 24 in. (36.4 × 61 cm)",Prints,Asian Art,"Purchase, Bequest of William Rhinelander Stewart, by exchange, 2025",0,https://www.metmuseum.org/art/collection/search/911960,https://collectionapi.metmuseum.org/public/collection/v1/objects/911960,,,0,,0,0,,2026-08-18T03:31:09.485234+00:00
MET:2025.427,2025.427,911961,The Jade Hairpin,玉簪記,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",,Woodblock print; ink on paper with additional hand coloring,"Image: 10 7/16 × 10 3/4 in. (26.6 × 27.3 cm)
Sheet (single page): 14 5/16. × 12 in. (36.4 × 30.5 cm)
Sheet (double page): 14 5/16 × 24 1/16 in. (36.4 × 61.1 cm)",Prints,Asian Art,"Purchase, Bequest of William Rhinelander Stewart, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911961,https://collectionapi.metmuseum.org/public/collection/v1/objects/911961,https://images.metmuseum.org/CRDImages/as/original/DP-41449-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41449-001.jpg,0,,1,0,,2026-08-18T03:31:09.752899+00:00
MET:2025.428,2025.428,913059,Amorous scene,,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",,Woodblock print; ink on paper,"Image: 6 5/8 × 9 11/16 in. (16.8 × 24.6 cm)
Sheet (single page): 14 5/16 × 12 1/16 in. (36.4 × 30.6 cm)
Sheet (double page): 14 5/16 × 24 in. (36.4 × 61 cm)",Prints,Asian Art,"Purchase, Gift of Mrs. Lewis G. Morris, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/913059,https://collectionapi.metmuseum.org/public/collection/v1/objects/913059,https://images.metmuseum.org/CRDImages/as/original/DP-41450-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41450-001.jpg,0,,1,0,,2026-08-18T03:31:10.154660+00:00
MET:2025.430,2025.430,911973,Stone Lake In Suzhou : An Emulation of ‘Famous Scenes of West Lake’,姑蘇石湖倣西湖勝景,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Woodblock print; ink on paper with additional hand coloring,"Image: 28 × 21 1/16 in. (71.1 × 53.5 cm)
Sheet: 39 3/16 × 24 7/16 in. (99.5 × 62.1 cm)",Prints,Asian Art,"Purchase, Robert Hatfield Ellsworth Bequest, 2025",1,https://www.metmuseum.org/art/collection/search/911973,https://collectionapi.metmuseum.org/public/collection/v1/objects/911973,https://images.metmuseum.org/CRDImages/as/original/DP-41326-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41326-001.jpg,0,,1,0,,2026-08-18T03:31:10.604482+00:00
MET:2025.431,2025.431,911976,Second Part of Tale of Washing the Silken Gauze,浣紗記後,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Hanging scroll; woodblock print; ink on paper with additional hand coloring,"Image: 39 11/16 × 21 1/2 in. (100.8 × 54.6 cm)
Overall with mounting: 69 7/8 × 26 13/16 in. (177.5 × 68.1 cm)
Overall with knobs: 69 7/8 × 29 in. (177.5 × 73.7 cm)",Prints,Asian Art,"Purchase, C.C. Wang Family Fund Gift, 2025",1,https://www.metmuseum.org/art/collection/search/911976,https://collectionapi.metmuseum.org/public/collection/v1/objects/911976,https://images.metmuseum.org/CRDImages/as/original/DP-40669-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40669-002.jpg,1,https://images.metmuseum.org/CRDImages/as/original/DP-40669-001.jpg,1,0,,2026-08-18T03:31:11.050166+00:00
MET:2025.432,2025.432,911977,Children and Grandchildren Bring Fortune and Prosperity. The Eight Barbarians Bring Tribute,兒孫福祿 八蛮進寶,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Woodblock print; ink on paper with additional hand coloring,"Image: 38 5/8 × 21 11/16 in. (98.1 × 55.1 cm)
Sheet: 38 5/8 × 24 9/16 in. (98.1 × 62.4 cm)",Prints,Asian Art,"Purchase, Robert Hatfield Ellsworth Bequest, 2025",1,https://www.metmuseum.org/art/collection/search/911977,https://collectionapi.metmuseum.org/public/collection/v1/objects/911977,https://images.metmuseum.org/CRDImages/as/original/DP-41327-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41327-001.jpg,0,,1,0,,2026-08-18T03:31:11.693293+00:00
MET:2025.433,2025.433,911978,The Character Fu,福字,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",,Woodblock print; ink on paper with additional hand coloring,"Image: 21 1/4 × 21 in. (54 × 53.3 cm)
Sheet: 24 3/16 × 24 3/16 in. (61.4 × 61.4 cm)",Prints,Asian Art,"Purchase, Gift of Mrs. Lewis G. Morris, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/911978,https://collectionapi.metmuseum.org/public/collection/v1/objects/911978,https://images.metmuseum.org/CRDImages/as/original/DP-41328-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41328-001.jpg,0,,1,0,,2026-08-18T03:31:11.961643+00:00
MET:2025.434,2025.434,911980,Lady Holding a Brush,仕女執筆圖,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",18th century,Woodblock print; ink on paper with additional hand coloring,"Image: 39 5/16 × 20 3/8 in. (99.9 × 51.8 cm)
Sheet: 45 3/8 × 25 13/16 in. (115.3 × 65.6 cm)",Prints,Asian Art,"Purchase, Robert Hatfield Ellsworth Bequest, 2025",1,https://www.metmuseum.org/art/collection/search/911980,https://collectionapi.metmuseum.org/public/collection/v1/objects/911980,https://images.metmuseum.org/CRDImages/as/original/DP-41329-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41329-001.jpg,0,,1,0,,2026-08-18T03:31:12.163633+00:00
