machine_id,accession,accession_base,id,record_type,cover_accession_number,title_en,title_zh,culture,creation_date,type,technique,share_license_status,legal_status,accession_date,url,api_url,image_web,image_print,image_full,has_web_image,has_print_image,has_full_image,provenance_raw,acquisition_mode,api_http_status,api_checked_utc
CMA:2025.49,2025.49,2025.49,679062,object,,Gusu Beauty–Winter,姑蘇美人 – 冬,"['Southeast China, Suzhou Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Print,Multicolor woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T00:00:00-05:00,https://clevelandart.org/art/2025.49,https://openaccess-api.clevelandart.org/api/artworks/2025.49,https://openaccess-cdn.clevelandart.org/2025.49/2025.49_web.jpg,https://openaccess-cdn.clevelandart.org/2025.49/2025.49_print.jpg,https://openaccess-cdn.clevelandart.org/2025.49/2025.49_full.tif,1,1,1,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": [], ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:19.543335+00:00
CMA:2025.50,2025.50,2025.50,679063,object,,Gusu Beauties of the Four Seasons–Autumn,四季姑蘇美人圖 – 秋,"['Southeast China, Suzhou Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Print,Multicolor woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T00:00:00-05:00,https://clevelandart.org/art/2025.50,https://openaccess-api.clevelandart.org/api/artworks/2025.50,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": [], ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:19.728671+00:00
CMA:2025.51,2025.51,2025.51,679064,object,,Gusu Beauties of the Four Seasons–Winter,四季姑蘇美人圖 – 冬,"['Southeast China, Suzhou Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Print,Multicolor woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T00:00:00-05:00,https://clevelandart.org/art/2025.51,https://openaccess-api.clevelandart.org/api/artworks/2025.51,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": null, ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:19.920301+00:00
CMA:2025.52,2025.52,2025.52,398760,object,,Beautiful Scenery of Putuoshan on the Southern Sea,南海普陀⼭勝景,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1700s,Print,Printed in two shades of black and colored by hand,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.52,https://openaccess-api.clevelandart.org/api/artworks/2025.52,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": null, ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:20.112328+00:00
CMA:2025.53,2025.53,2025.53,679081,object,,Scenic View of Suzhou,姑蘇勝景,"['Southeast China, Suzhou, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Print,Hanging scroll; multicolor woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.53,https://openaccess-api.clevelandart.org/api/artworks/2025.53,https://openaccess-cdn.clevelandart.org/2025.53/2025.53_web.jpg,https://openaccess-cdn.clevelandart.org/2025.53/2025.53_print.jpg,https://openaccess-cdn.clevelandart.org/2025.53/2025.53_full.tif,1,1,1,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": [], ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:20.313007+00:00
CMA:2025.54,2025.54,2025.54,679082,object,,Li Taibai Reading,李太⽩讀書圖,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Print,Hanging scroll; polychrome woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.54,https://openaccess-api.clevelandart.org/api/artworks/2025.54,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": null, ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:20.521219+00:00
CMA:2025.55,2025.55,2025.55,679083,object,,"Fisherman, Woodcutter, Farmer, and Scholar",漁樵耕讀,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Print,Hanging scroll; woodblock print; ink on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.55,https://openaccess-api.clevelandart.org/api/artworks/2025.55,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": [], ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:20.728376+00:00
CMA:2025.56,2025.56,2025.56,679084,object,,The Herd Boy and the Weaving Maiden,牛郎織女,"['China, Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Print,Hanging scroll; polychrome woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.56,https://openaccess-api.clevelandart.org/api/artworks/2025.56,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": null, ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:20.917527+00:00
CMA:2025.57,2025.57,2025.57,679085,object,,Two Beauties Inspect a Golden Lotus,雙美觀金蓮,"['China, Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Print,Hanging scroll; polychrome woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.57,https://openaccess-api.clevelandart.org/api/artworks/2025.57,https://openaccess-cdn.clevelandart.org/2025.57/2025.57_web.jpg,https://openaccess-cdn.clevelandart.org/2025.57/2025.57_print.jpg,https://openaccess-cdn.clevelandart.org/2025.57/2025.57_full.tif,1,1,1,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": [], ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:21.120280+00:00
CMA:2025.58,2025.58,2025.58,679086,object,,Boys Playing,嬰戲圖,"['China, Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Print,Hanging scroll; polychrome woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.58,https://openaccess-api.clevelandart.org/api/artworks/2025.58,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": null, ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:21.315212+00:00
CMA:2025.59,2025.59,2025.59,679087,object,,Boy Bringing Wealth,招財童子,"['China, Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Print,Polychrome woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.59,https://openaccess-api.clevelandart.org/api/artworks/2025.59,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": [], ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:21.512186+00:00
CMA:2025.60,2025.60,2025.60,679088,object,,"Picture of a Cat, a Bird, and a Crabapple",海棠綬帶富貴圖,"['Southeast China, Suzhou, Qing dynasty (1644–1911), Kangxi reign (1662–1722) to Yongzheng reign (1723–35)']",1662–1735,Print,Multicolor woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.60,https://openaccess-api.clevelandart.org/api/artworks/2025.60,https://openaccess-cdn.clevelandart.org/2025.60/2025.60_web.jpg,https://openaccess-cdn.clevelandart.org/2025.60/2025.60_print.jpg,https://openaccess-cdn.clevelandart.org/2025.60/2025.60_full.tif,1,1,1,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": null, ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:21.708584+00:00
CMA:2025.61,2025.61,2025.61,679089,object,,"Scenic Spots of Jiangtian Temple on Jinshan, Built by Imperial Command",勅建金山江天寺勝境,"['China, Qing dynasty (1644–1911), Kangxi reign (1622–1722)']",1662–1722,Print,Polychrome woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.61,https://openaccess-api.clevelandart.org/api/artworks/2025.61,https://openaccess-cdn.clevelandart.org/2025.61/2025.61_web.jpg,https://openaccess-cdn.clevelandart.org/2025.61/2025.61_print.jpg,https://openaccess-cdn.clevelandart.org/2025.61/2025.61_full.tif,1,1,1,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": [], ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:21.908708+00:00
CMA:2025.62,2025.62,2025.62,679092,object,,Satirical Prints of Suzhou Customs,蘇州風俗諷刺畫,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1760,Print,Woodblock print; ink on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.62,https://openaccess-api.clevelandart.org/api/artworks/2025.62,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": null, ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:22.110907+00:00
CMA:2025.63,2025.63,2025.63,679090,object,,Satirical Prints of Suzhou Customs,蘇州風俗諷刺畫,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1760,Print,Woodblock print; ink on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.63,https://openaccess-api.clevelandart.org/api/artworks/2025.63,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": null, ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:22.295244+00:00
CMA:2025.64,2025.64,2025.64,679091,object,,Satirical Prints of Suzhou Customs,蘇州風俗諷刺畫,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1760,Print,Woodblock print; ink on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.64,https://openaccess-api.clevelandart.org/api/artworks/2025.64,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": [], ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:22.485293+00:00
CMA:2025.65,2025.65,2025.65,679093,object,,A Fisherman's Daughter,漁家女,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Print,Polychrome woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.65,https://openaccess-api.clevelandart.org/api/artworks/2025.65,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": [], ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:22.665920+00:00
CMA:2025.66,2025.66,2025.66,679094,object,,Story of the Western Chamber – The Delivery of the Love Letter,西廂記 – 寄簡傳情,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Print,Polychrome woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.66,https://openaccess-api.clevelandart.org/api/artworks/2025.66,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": null, ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:22.847294+00:00
CMA:2025.67,2025.67,2025.67,679095,object,,Destined to Succeed in the Examinations,必定中舉圖,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Print,Polychrome woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.67,https://openaccess-api.clevelandart.org/api/artworks/2025.67,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": [], ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:23.032898+00:00
CMA:2025.68,2025.68,2025.68,679096,object,,Print in Western Style with Western Text,丁氏仿泰西筆意墨線版畫,"['Southeast China, Suzhou, Qing dynasty (1644–1911), Kangxi reign (1662–1722) to Yongzheng reign (1723–35)']",1662–1735,Print,Woodblock print; ink on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.68,https://openaccess-api.clevelandart.org/api/artworks/2025.68,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": null, ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:23.224979+00:00
CMA:2025.69,2025.69,2025.69,679097,object,,Distinguishing Good from Evil,善惡分明,"['China, Qing dynasty (1644–1911), Jiaqing period (1796–1820)']",1796–1820,Print,Polychrome woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.69,https://openaccess-api.clevelandart.org/api/artworks/2025.69,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": null, ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:23.428603+00:00
CMA:2025.70,2025.70,2025.70,679098,object,,Scenes from First Part of Campaign to the East,征東前本,"['China, Qing dynasty (1644–1911), Jiaqing period (1796–1820)']",1796–1820,Print,Polychrome woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.70,https://openaccess-api.clevelandart.org/api/artworks/2025.70,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": [], ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:23.614791+00:00
CMA:2025.71,2025.71,2025.71,679099,object,,A Newly-Cut Print: Scenes from the Second Part of Record of the Three Kingdoms,新刻三國誌後傳,"['China, Qing dynasty (1644–1911), Jiaqing period (1796–1820)']",1796–1820,Print,Polychrome woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.71,https://openaccess-api.clevelandart.org/api/artworks/2025.71,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": null, ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:23.803949+00:00
CMA:2025.72,2025.72,2025.72,679100,object,,A Newly-Cut Print of Illustrations from The Classic of Mountains and Seas,新刻山海經全圖,"['China, Qing dynasty (1644–1911), Jiaqing period (1796–1820)']",1796–1820,Print,Polychrome woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.72,https://openaccess-api.clevelandart.org/api/artworks/2025.72,https://openaccess-cdn.clevelandart.org/2025.72/2025.72_web.jpg,https://openaccess-cdn.clevelandart.org/2025.72/2025.72_print.jpg,https://openaccess-cdn.clevelandart.org/2025.72/2025.72_full.tif,1,1,1,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": [], ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:24.006468+00:00
CMA:2025.73,2025.73,2025.73,679101,object,,A Newly Cut Print: Scenes from the First Part of Outlaws of the Marsh,新刻前水滸,"['China, Qing dynasty (1644–1911), Jiaqing period (1796–1820)']",1796–1820,Print,Polychrome woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.73,https://openaccess-api.clevelandart.org/api/artworks/2025.73,https://openaccess-cdn.clevelandart.org/2025.73/2025.73_web.jpg,https://openaccess-cdn.clevelandart.org/2025.73/2025.73_print.jpg,https://openaccess-cdn.clevelandart.org/2025.73/2025.73_full.tif,1,1,1,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": null, ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:24.207875+00:00
CMA:2025.74,2025.74,2025.74,679102,object,,The Spring Ox,春牛圖,"['China, Qing dynasty (1644–1911), Guangxu period (1875–1905)']",1882,Print,Polychrome woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.74,https://openaccess-api.clevelandart.org/api/artworks/2025.74,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": [], ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:24.397785+00:00
CMA:2025.75,2025.75,2025.75,679103,object,,Illustrations of the Sui and Tang Dynasties,隋唐綉像,"['China, Qing dynasty (1644–1911), Qianlong period (1736–95)']",1736–95,Print,Woodblock print; ink on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.75,https://openaccess-api.clevelandart.org/api/artworks/2025.75,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": null, ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:24.581914+00:00
CMA:2025.76,2025.76,2025.76,679104,object,,Li Wenzhong Clears the North,李文忠掃北,"['China, Qing dynasty (1644–1911), Jiaqing period (1796–1820)']",1796–1820,Print,Polychrome woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.76,https://openaccess-api.clevelandart.org/api/artworks/2025.76,https://openaccess-cdn.clevelandart.org/2025.76/2025.76_web.jpg,https://openaccess-cdn.clevelandart.org/2025.76/2025.76_print.jpg,https://openaccess-cdn.clevelandart.org/2025.76/2025.76_full.tif,1,1,1,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": [], ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:24.768660+00:00
CMA:2025.77,2025.77,2025.77,679105,object,,Four Concubines,四妃圖,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Print,Polychrome woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.77,https://openaccess-api.clevelandart.org/api/artworks/2025.77,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": null, ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:24.953825+00:00
CMA:2025.78,2025.78,2025.78,679106,object,,"Drinking Wine in Autumn, Chanting Poems in Winter",秋飲冬吟,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Print,Hanging scroll; polychrome woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.78,https://openaccess-api.clevelandart.org/api/artworks/2025.78,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": [], ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:25.142220+00:00
CMA:2025.79,2025.79,2025.79,679107,object,,The Spring Hunt,春蒐圖,"['China, Qing dynasty (1644–1911), Kangxi reign (1622–1722) to Yongzheng reign (1723–35)']",1662–1735,Print,Hanging scroll; polychrome woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.79,https://openaccess-api.clevelandart.org/api/artworks/2025.79,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": null, ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:25.324914+00:00
CMA:2025.80,2025.80,2025.80,679108,object,,Wannian Bridge in Suzhou,姑蘇萬年橋,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1741,Print,Hanging scroll; polychrome woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.80,https://openaccess-api.clevelandart.org/api/artworks/2025.80,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": [], ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:25.523640+00:00
CMA:2025.81,2025.81,2025.81,679109,object,,Great Celebrations in an Abundant Year,大慶豐年,"['China, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",1736–95,Print,Hanging scroll; polychrome woodblock print; ink and color on paper,CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.81,https://openaccess-api.clevelandart.org/api/artworks/2025.81,,,,0,0,0,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": null, ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:25.706085+00:00
CMA:2025.82,2025.82,2025.82,398803,cover,,Westlake Panorama,西湖全景,"['Southeast China, Suzhou, Qing dynasty (1644–1911), Qianlong reign (1736–95)']",mid-1700s,Print,"woodblock print, ink on paper; printed with three wood blocks in shades of black on four sheets",CC0,accessioned,2025-03-03T05:00:00Z,https://clevelandart.org/art/2025.82,https://openaccess-api.clevelandart.org/api/artworks/2025.82,https://openaccess-cdn.clevelandart.org/2025.82/2025.82_web.jpg,https://openaccess-cdn.clevelandart.org/2025.82/2025.82_print.jpg,https://openaccess-cdn.clevelandart.org/2025.82/2025.82_full.tif,1,1,1,"[{""description"": ""(Christer von der Burg, sold to the Cleveland Museum of Art)"", ""citations"": [], ""footnotes"": null, ""date"": ""?–2025"", ""sortorder"": 2}, {""description"": ""The Cleveland Museum of Art, Cleveland, OH"", ""citations"": [], ""footnotes"": null, ""date"": ""2025–"", ""sortorder"": 3}]",sold,200,2026-08-18T03:25:25.906272+00:00
