sample_id,sample_page_code,sample_image_index,sample_alt,sample_url,sample_keypoints,museum_working_220_id,museum_code,accession,title_en,title_zh,object_url,good_matches,homography_inliers,inlier_ratio,geometric_score,homography_candidate_to_sample,rank
WENWU_RECOMMEND:8,WENWU_RECOMMEND,8,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829781.jpg,5397,MET:2025.368,MET,2025.368,Magu Bestows Longevity,,https://www.metmuseum.org/art/collection/search/911846,61,5,0.082,94.3393,-2.6148 -1.158 813.159 -1.05116 -0.45982 323.736 -0.00321875 -0.00142379 1,17
WENWU_RECOMMEND:8,WENWU_RECOMMEND,8,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829781.jpg,5397,MET:2025.389,MET,2025.389,Twenty-Eight Constellations Battle at Kunyang,,https://www.metmuseum.org/art/collection/search/911879,26,7,0.2692,93.5846,-0.470152 -0.00376394 179.857 -0.0487048 -0.00722121 27.882 -0.00292049 0.000132133 1,18
WENWU_RECOMMEND:8,WENWU_RECOMMEND,8,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829781.jpg,5397,MET:2025.456,MET,2025.456,Mynah Birds,,https://www.metmuseum.org/art/collection/search/912024,58,5,0.0862,92.3241,0.451651 -3.42648 1027.41 0.01543 -0.302024 77.2126 0.000486633 -0.00341336 1,19
WENWU_RECOMMEND:8,WENWU_RECOMMEND,8,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829781.jpg,5397,MET:2025.438,MET,2025.438,Promoting Officials,,https://www.metmuseum.org/art/collection/search/911984,21,7,0.3333,91.3667,-1.63842 -0.274944 974.309 -0.168628 -0.0596316 121.341 -0.0016736 -0.000278612 1,20
WENWU_RECOMMEND:9,WENWU_RECOMMEND,9,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829782.jpg,4862,MET:2025.441,MET,2025.441,Agricultural Tasks,,https://www.metmuseum.org/art/collection/search/911991,86,12,0.1395,182.9907,-11.6902 -1.98615 392.77 -6.73841 -6.42639 752.29 -0.0115626 -0.00817922 1,1
WENWU_RECOMMEND:9,WENWU_RECOMMEND,9,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829782.jpg,4862,MET:2025.444,MET,2025.444,"Autumn basket: hibiscus, yellow hibiscus and chrysanthemum",,https://www.metmuseum.org/art/collection/search/911995,105,8,0.0762,155.0238,0.33908 -1.5193 211.978 2.15978 -6.86011 796.858 0.00268862 -0.00861964 1,2
WENWU_RECOMMEND:9,WENWU_RECOMMEND,9,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829782.jpg,4862,MET:2025.406,MET,2025.406,Beauty and a Cat,,https://www.metmuseum.org/art/collection/search/911913,114,7,0.0614,151.0281,-6.7741 1.68822 889.908 -3.14797 -0.430395 833.593 -0.00505907 0.000854468 1,3
WENWU_RECOMMEND:9,WENWU_RECOMMEND,9,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829782.jpg,4862,MET:2025.398,MET,2025.398,Satirical Prints of Suzhou Customs,,https://www.metmuseum.org/art/collection/search/911898,98,8,0.0816,150.2327,2.46028 -2.9197 929.061 1.7382 -0.363582 62.7189 0.00194979 -0.0030566 1,4
WENWU_RECOMMEND:9,WENWU_RECOMMEND,9,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829782.jpg,4862,MET:2025.361,MET,2025.361,The Two Immortals of Harmony and Unity,,https://www.metmuseum.org/art/collection/search/911827,59,10,0.1695,144.6898,-1.37186 -1.24697 1062.45 -0.247024 -0.503306 362.646 -0.00146156 -0.00106984 1,5
WENWU_RECOMMEND:9,WENWU_RECOMMEND,9,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829782.jpg,4862,MET:2025.423,MET,2025.423,A Hunt on the Plains,,https://www.metmuseum.org/art/collection/search/911947,91,7,0.0769,135.2385,5.44429 -2.28163 469.078 1.7843 -1.54361 818.06 0.00284691 -0.0019019 1,6
WENWU_RECOMMEND:9,WENWU_RECOMMEND,9,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829782.jpg,4862,MET:2025.389,MET,2025.389,Twenty-Eight Constellations Battle at Kunyang,,https://www.metmuseum.org/art/collection/search/911879,49,9,0.1837,127.9735,2.96363 -5.45907 607.231 0.194904 -1.94081 401.439 0.00192933 -0.00619995 1,7
WENWU_RECOMMEND:9,WENWU_RECOMMEND,9,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829782.jpg,4862,MET:2025.448,MET,2025.448,Apples and Pomegranates.,,https://www.metmuseum.org/art/collection/search/912004,65,8,0.1231,127.9615,2.48902 -0.0463217 -323.275 -0.0386765 1.85118 -233.934 -0.000522382 -0.000375835 1,8
WENWU_RECOMMEND:9,WENWU_RECOMMEND,9,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829782.jpg,4862,MET:2025.438,MET,2025.438,Promoting Officials,,https://www.metmuseum.org/art/collection/search/911984,51,8,0.1569,118.8373,-0.385951 1.17953 201.76 -0.79636 -1.16636 806.33 -0.00102442 -0.000585771 1,9
WENWU_RECOMMEND:9,WENWU_RECOMMEND,9,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829782.jpg,4862,MET:2025.357,MET,2025.357,Boys Picking Lotus,,https://www.metmuseum.org/art/collection/search/911822,63,7,0.1111,116.3222,63.1249 -159.234 32107.1 50.3735 -103.115 19422.6 0.248854 -0.196328 1,10
WENWU_RECOMMEND:9,WENWU_RECOMMEND,9,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829782.jpg,4862,MET:2025.445,MET,2025.445,Magpies,,https://www.metmuseum.org/art/collection/search/911996,62,7,0.1129,115.6581,-2.89931 -1.77515 1171.37 -1.48695 -0.341247 415.409 -0.00317256 -0.00110596 1,11
WENWU_RECOMMEND:9,WENWU_RECOMMEND,9,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829782.jpg,4862,MET:2025.443,MET,2025.443,"Summer basket: lotus, pomegranate and day lily",,https://www.metmuseum.org/art/collection/search/911992,61,7,0.1148,114.9951,-8.26485 26.5757 2734.27 -4.82655 21.2661 1683.29 -0.00340327 0.0526698 1,12
WENWU_RECOMMEND:9,WENWU_RECOMMEND,9,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829782.jpg,4862,MET:2025.450,MET,2025.450,Butterfly on Peony and Iris,,https://www.metmuseum.org/art/collection/search/912012,60,7,0.1167,114.3333,0.388585 -1.52301 358.454 0.460121 -1.70531 389.911 0.00113946 -0.00432404 1,13
WENWU_RECOMMEND:9,WENWU_RECOMMEND,9,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829782.jpg,4862,MET:2025.414,MET,2025.414,Praying Mantis and Three Toddlers,,https://www.metmuseum.org/art/collection/search/911927,59,7,0.1186,113.6729,-5.2091 -1.19022 1489.86 -3.2494 -0.435226 765.86 -0.00406758 -0.000649162 1,14
WENWU_RECOMMEND:9,WENWU_RECOMMEND,9,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829782.jpg,4862,MET:2025.388,MET,2025.388,Picture of a Happy Family,,https://www.metmuseum.org/art/collection/search/911877,57,7,0.1228,112.3561,1.81269 -6.54549 1214.28 0.592564 -1.80377 325.785 0.00156536 -0.00538563 1,15
WENWU_RECOMMEND:9,WENWU_RECOMMEND,9,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829782.jpg,4862,MET:2025.372,MET,2025.372,One Hundred Boys,百子图,https://www.metmuseum.org/art/collection/search/911851,56,7,0.125,111.7,25.4933 -19.8306 724.388 20.297 -15.8788 606.068 0.0340615 -0.0265585 1,16
WENWU_RECOMMEND:9,WENWU_RECOMMEND,9,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829782.jpg,4862,MET:2025.365,MET,2025.365,Lady with Boys Playing Instruments,,https://www.metmuseum.org/art/collection/search/911838,39,8,0.2051,111.4026,-0.39558 -0.922762 -338.837 0.734728 4.00795 -2045.6 -0.0146089 0.000125079 1,17
WENWU_RECOMMEND:9,WENWU_RECOMMEND,9,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829782.jpg,4862,MET:2025.407,MET,2025.407,Gold Coins Cover the Ground,遍地金錢,https://www.metmuseum.org/art/collection/search/911914,38,8,0.2105,110.8105,0.121929 7.91251 162.264 -4.37754 9.18466 2292.26 0.000865724 0.0245161 1,18
WENWU_RECOMMEND:9,WENWU_RECOMMEND,9,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829782.jpg,4862,MET:2025.360,MET,2025.360,The Two Immortals of Harmony and Unity,,https://www.metmuseum.org/art/collection/search/911826,36,8,0.2222,109.6444,-29.0064 24.3366 -540.061 58.7906 -15.5172 698.489 0.0690943 -0.016593 1,19
WENWU_RECOMMEND:9,WENWU_RECOMMEND,9,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829782.jpg,4862,MET:2025.456,MET,2025.456,Mynah Birds,,https://www.metmuseum.org/art/collection/search/912024,52,7,0.1346,109.0923,-0.141979 -0.0818226 113.853 -1.219 -0.346189 653.44 -0.00169271 -0.000735596 1,20
WENWU_RECOMMEND:10,WENWU_RECOMMEND,10,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829783.jpg,6697,MET:2025.444,MET,2025.444,"Autumn basket: hibiscus, yellow hibiscus and chrysanthemum",,https://www.metmuseum.org/art/collection/search/911995,99,7,0.0707,140.7141,2.58638 -3.32988 552.197 -0.815646 -0.198825 593.751 0.00107908 -0.00246314 1,1
WENWU_RECOMMEND:10,WENWU_RECOMMEND,10,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829783.jpg,6697,MET:2025.406,MET,2025.406,Beauty and a Cat,,https://www.metmuseum.org/art/collection/search/911913,96,7,0.0729,138.6583,-2.0499 0.233275 302.341 -4.27928 0.547201 620.64 -0.00689154 0.000968529 1,2
WENWU_RECOMMEND:10,WENWU_RECOMMEND,10,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829783.jpg,6697,MET:2025.443,MET,2025.443,"Summer basket: lotus, pomegranate and day lily",,https://www.metmuseum.org/art/collection/search/911992,72,8,0.1111,132.6222,-3.21443 4.6705 964.29 -2.1001 2.54109 692.607 -0.00342097 0.00530364 1,3
WENWU_RECOMMEND:10,WENWU_RECOMMEND,10,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829783.jpg,6697,MET:2025.456,MET,2025.456,Mynah Birds,,https://www.metmuseum.org/art/collection/search/912024,87,7,0.0805,132.5092,-0.975855 -3.47751 1213.98 -0.569284 -1.96011 688.467 -0.000818114 -0.00286207 1,4
WENWU_RECOMMEND:10,WENWU_RECOMMEND,10,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829783.jpg,6697,MET:2025.445,MET,2025.445,Magpies,,https://www.metmuseum.org/art/collection/search/911996,69,8,0.1159,130.6188,-0.0918057 -0.244067 38.4321 -0.868773 -0.543022 311.571 -0.00239337 -0.00179733 1,5
WENWU_RECOMMEND:10,WENWU_RECOMMEND,10,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829783.jpg,6697,MET:2025.450,MET,2025.450,Butterfly on Peony and Iris,,https://www.metmuseum.org/art/collection/search/912012,68,8,0.1176,129.9529,-4.67751 1.1527 2429.84 8.87515 -9.47749 -554.725 0.00934972 -0.0135068 1,6
WENWU_RECOMMEND:10,WENWU_RECOMMEND,10,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829783.jpg,6697,MET:2025.398,MET,2025.398,Satirical Prints of Suzhou Customs,,https://www.metmuseum.org/art/collection/search/911898,93,6,0.0645,126.3903,-1.44036 -1.02393 551.519 1.4311 -0.668905 204.868 0.00158993 -0.00269347 1,7
WENWU_RECOMMEND:10,WENWU_RECOMMEND,10,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829783.jpg,6697,MET:2025.423,MET,2025.423,A Hunt on the Plains,,https://www.metmuseum.org/art/collection/search/911947,71,7,0.0986,121.6718,-2.51676 0.0497121 45.8144 -1.1014 -2.31877 235.416 -0.00729381 -0.00514509 1,8
WENWU_RECOMMEND:10,WENWU_RECOMMEND,10,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829783.jpg,6697,MET:2025.448,MET,2025.448,Apples and Pomegranates.,,https://www.metmuseum.org/art/collection/search/912004,81,6,0.0741,118.1815,-0.0570482 -0.0999892 55.8993 -0.782116 -1.26357 705.315 -0.00111554 -0.00178243 1,9
WENWU_RECOMMEND:10,WENWU_RECOMMEND,10,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829783.jpg,6697,MET:2025.381,MET,2025.381,"Woman teaching children to play chess, from four-print set “Women teaching children the four accomplishments”",,https://www.metmuseum.org/art/collection/search/911871,45,8,0.1778,115.0556,-2.06235 -1.17179 942.809 -1.02867 -0.599004 475.346 -0.0021808 -0.00124693 1,10
WENWU_RECOMMEND:10,WENWU_RECOMMEND,10,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829783.jpg,6697,MET:2025.368,MET,2025.368,Magu Bestows Longevity,,https://www.metmuseum.org/art/collection/search/911846,71,6,0.0845,111.3901,-0.126092 0.0889962 -81.7287 -1.3819 -2.60086 1310.86 -0.000870768 -0.00235095 1,11
WENWU_RECOMMEND:10,WENWU_RECOMMEND,10,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829783.jpg,6697,MET:2025.388,MET,2025.388,Picture of a Happy Family,,https://www.metmuseum.org/art/collection/search/911877,52,7,0.1346,109.0923,-0.0722521 -0.526312 244.829 0.229309 -0.669926 154.375 0.000536834 -0.00329066 1,12
WENWU_RECOMMEND:10,WENWU_RECOMMEND,10,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829783.jpg,6697,MET:2025.382,MET,2025.382,"Woman teaching children to play the guqin zither, from four-print set “Women teaching children the four accomplishments""",,https://www.metmuseum.org/art/collection/search/911872,35,8,0.2286,109.0714,-2.46337 -0.937247 990.197 -0.355683 -0.117861 135.444 -0.00252451 -0.000927715 1,13
WENWU_RECOMMEND:10,WENWU_RECOMMEND,10,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829783.jpg,6697,MET:2025.355,MET,2025.355,Scenic Spots of Zhenjiang,,https://www.metmuseum.org/art/collection/search/911818,30,8,0.2667,106.3333,-2.11439 0.433594 991.814 -1.2058 -0.119222 653.256 -0.00193635 1.37679e-05 1,14
WENWU_RECOMMEND:10,WENWU_RECOMMEND,10,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829783.jpg,6697,CMA:2025.127,CMA,2025.127,Plum and Camellia in a Bronze Vase,博古花卉圖,https://clevelandart.org/art/2025.127,63,6,0.0952,106.0048,-8.55755 1.25118 924.149 -1.9111 0.243501 236.23 -0.00889052 0.00125022 1,15
WENWU_RECOMMEND:10,WENWU_RECOMMEND,10,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829783.jpg,6697,MET:2025.419,MET,2025.419,View of Putuoshan on the Southern Sea,,https://www.metmuseum.org/art/collection/search/911939,28,8,0.2857,105.3143,-1.52563 0.797712 925.001 0.0880124 1.13573 -70.6788 -0.00155568 0.000727807 1,16
WENWU_RECOMMEND:10,WENWU_RECOMMEND,10,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829783.jpg,6697,MET:2025.449,MET,2025.449,Butterflies on Loquats,,https://www.metmuseum.org/art/collection/search/912008,42,7,0.1667,102.7333,-13.4287 10.639 1321.11 -0.978585 -0.382885 550.762 -0.0126499 0.0112368 1,17
WENWU_RECOMMEND:10,WENWU_RECOMMEND,10,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829783.jpg,6697,MET:2025.458,MET,2025.458,Pomegranate in a bronze vase,,https://www.metmuseum.org/art/collection/search/912028,42,7,0.1667,102.7333,3.66333 -8.2708 866.378 0.998102 -1.22442 127.231 0.00799486 -0.0145762 1,18
WENWU_RECOMMEND:10,WENWU_RECOMMEND,10,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829783.jpg,6697,MET:2025.460,MET,2025.460,"Wooden chest with print ""Gusu Beauty in Winter"" pasted inside",,https://www.metmuseum.org/art/collection/search/912945,42,7,0.1667,102.7333,-0.408423 -6.39966 1432.2 -0.249362 -2.27478 534.97 -0.000261059 -0.00490502 1,19
WENWU_RECOMMEND:10,WENWU_RECOMMEND,10,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829783.jpg,6697,MET:2025.414,MET,2025.414,Praying Mantis and Three Toddlers,,https://www.metmuseum.org/art/collection/search/911927,58,6,0.1034,102.669,-0.545071 -0.0982914 134.651 -0.757005 -0.0876721 176.82 -0.00376793 -0.000802701 1,20
WENWU_RECOMMEND:11,WENWU_RECOMMEND,11,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829784.jpg,6286,MET:2025.388,MET,2025.388,Picture of a Happy Family,,https://www.metmuseum.org/art/collection/search/911877,78,9,0.1154,146.9077,-2.19749 0.36268 1027.68 -0.665134 0.102684 312.481 -0.00211889 0.000314285 1,1
WENWU_RECOMMEND:11,WENWU_RECOMMEND,11,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829784.jpg,6286,MET:2025.444,MET,2025.444,"Autumn basket: hibiscus, yellow hibiscus and chrysanthemum",,https://www.metmuseum.org/art/collection/search/911995,102,7,0.0686,142.7725,44.9364 -37.8634 1136.11 16.714 -8.67382 -1564.03 0.0383718 -0.0317716 1,2
WENWU_RECOMMEND:11,WENWU_RECOMMEND,11,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829784.jpg,6286,MET:2025.443,MET,2025.443,"Summer basket: lotus, pomegranate and day lily",,https://www.metmuseum.org/art/collection/search/911992,100,7,0.07,141.4,-11.7756 2.74711 1180.52 -3.99198 0.955234 390.753 -0.0100824 0.00235684 1,3
WENWU_RECOMMEND:11,WENWU_RECOMMEND,11,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829784.jpg,6286,MET:2025.406,MET,2025.406,Beauty and a Cat,,https://www.metmuseum.org/art/collection/search/911913,95,6,0.0632,127.7632,-12.2995 0.438 1847.55 -1.55158 -0.148271 253.214 -0.00858803 0.000823254 1,4
WENWU_RECOMMEND:11,WENWU_RECOMMEND,11,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829784.jpg,6286,MET:2025.357,MET,2025.357,Boys Picking Lotus,,https://www.metmuseum.org/art/collection/search/911822,79,7,0.0886,127.0722,3.84224 -2.10103 813.169 -1.15645 0.220152 68.4112 -0.00327319 -0.000843381 1,5
WENWU_RECOMMEND:11,WENWU_RECOMMEND,11,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829784.jpg,6286,MET:2025.398,MET,2025.398,Satirical Prints of Suzhou Customs,,https://www.metmuseum.org/art/collection/search/911898,90,6,0.0667,124.3333,0.403241 -2.17612 1027.73 0.194668 0.12594 87.6093 0.00119394 -0.00250737 1,6
WENWU_RECOMMEND:11,WENWU_RECOMMEND,11,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829784.jpg,6286,MET:2025.448,MET,2025.448,Apples and Pomegranates.,,https://www.metmuseum.org/art/collection/search/912004,67,7,0.1045,118.9896,-0.9535 -1.06721 602.953 -0.943872 -0.951855 586.657 -0.00163462 -0.00171141 1,7
WENWU_RECOMMEND:11,WENWU_RECOMMEND,11,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829784.jpg,6286,MET:2025.434,MET,2025.434,Lady Holding a Brush,,https://www.metmuseum.org/art/collection/search/911980,62,7,0.1129,115.6581,1.55978 -3.74772 1181.91 0.948968 -1.77589 496.507 0.00185207 -0.003537 1,8
WENWU_RECOMMEND:11,WENWU_RECOMMEND,11,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829784.jpg,6286,MET:2025.407,MET,2025.407,Gold Coins Cover the Ground,遍地金錢,https://www.metmuseum.org/art/collection/search/911914,60,7,0.1167,114.3333,-1.75377 -0.846764 852.045 -0.162545 -0.193509 85.7145 -0.00194554 -0.00172036 1,9
WENWU_RECOMMEND:11,WENWU_RECOMMEND,11,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829784.jpg,6286,MET:2025.446,MET,2025.446,Bird on hibiscus,,https://www.metmuseum.org/art/collection/search/911997,56,7,0.125,111.7,-1.83819 -2.59186 1241.11 -1.01941 -1.58019 707.694 -0.00146917 -0.00206168 1,10
WENWU_RECOMMEND:11,WENWU_RECOMMEND,11,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829784.jpg,6286,MET:2025.414,MET,2025.414,Praying Mantis and Three Toddlers,,https://www.metmuseum.org/art/collection/search/911927,70,6,0.0857,110.7143,-1.53071 -0.501878 577.774 0.0741562 0.0103018 -0.0572758 -0.00312348 -0.000715198 1,11
WENWU_RECOMMEND:11,WENWU_RECOMMEND,11,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829784.jpg,6286,MET:2025.421,MET,2025.421,Adoration of a Sage,,https://www.metmuseum.org/art/collection/search/911945,54,7,0.1296,110.3926,-0.409418 0.302466 74.6657 -4.15763 2.90571 743.664 -0.00558916 0.0039217 1,12
WENWU_RECOMMEND:11,WENWU_RECOMMEND,11,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829784.jpg,6286,MET:2025.429,MET,2025.429,Reunion of the Heroes,,https://www.metmuseum.org/art/collection/search/911968,36,8,0.2222,109.6444,-12.5574 4.22898 -5.95404 -13.6015 4.08453 284.928 -0.0176742 -0.0021387 1,13
WENWU_RECOMMEND:11,WENWU_RECOMMEND,11,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829784.jpg,6286,MET:2025.423,MET,2025.423,A Hunt on the Plains,,https://www.metmuseum.org/art/collection/search/911947,68,6,0.0882,109.3647,-3.63134 29.1738 -3897.4 20.7264 -12.7813 3127.46 -0.0285962 0.0349197 1,14
WENWU_RECOMMEND:11,WENWU_RECOMMEND,11,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829784.jpg,6286,MET:2025.420,MET,2025.420,Spring Morning in the Han Palace,,https://www.metmuseum.org/art/collection/search/911944,52,7,0.1346,109.0923,6.18923 -6.17928 962.991 -0.346284 0.120648 167.332 0.00500281 -0.00496339 1,15
WENWU_RECOMMEND:11,WENWU_RECOMMEND,11,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829784.jpg,6286,MET:2025.358,MET,2025.358,May You Soon Bear Noble Sons,,https://www.metmuseum.org/art/collection/search/911824,51,7,0.1373,108.4451,-0.523245 -0.724186 422.541 -0.208613 -0.282781 165.637 -0.00130335 -0.00169645 1,16
WENWU_RECOMMEND:11,WENWU_RECOMMEND,11,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829784.jpg,6286,MET:2025.450,MET,2025.450,Butterfly on Peony and Iris,,https://www.metmuseum.org/art/collection/search/912012,51,7,0.1373,108.4451,6.84793 -4.50323 778.852 2.15059 -0.0678384 -145.74 0.00553029 -0.0042319 1,17
WENWU_RECOMMEND:11,WENWU_RECOMMEND,11,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829784.jpg,6286,MET:2025.452,MET,2025.452,Poppy and Stone,,https://www.metmuseum.org/art/collection/search/912016,49,7,0.1429,107.1571,-0.491269 0.0161328 114.318 -0.0714633 0.0387211 2.44961 -0.00276393 -0.000896388 1,18
WENWU_RECOMMEND:11,WENWU_RECOMMEND,11,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829784.jpg,6286,MET:2025.360,MET,2025.360,The Two Immortals of Harmony and Unity,,https://www.metmuseum.org/art/collection/search/911826,46,7,0.1522,105.2435,-3.43022 2.5282 -12.9958 -3.92733 0.795404 663.282 -0.0118922 0.00510669 1,19
WENWU_RECOMMEND:11,WENWU_RECOMMEND,11,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829784.jpg,6286,MET:2025.373,MET,2025.373,A Record of Tiger Hill in Suzhou,,https://www.metmuseum.org/art/collection/search/911852,59,6,0.1017,103.3339,-47.3715 0.547367 1167.72 -16.0063 0.0256656 428.561 -0.0406056 0.000465202 1,20
WENWU_RECOMMEND:12,WENWU_RECOMMEND,12,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829785.jpg,4132,MET:2025.414,MET,2025.414,Praying Mantis and Three Toddlers,,https://www.metmuseum.org/art/collection/search/911927,83,6,0.0723,119.5458,-2.06089 -0.504706 657.649 -3.13603 -0.782197 1008.53 -0.00311094 -0.000775021 1,1
WENWU_RECOMMEND:12,WENWU_RECOMMEND,12,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829785.jpg,4132,MET:2025.385,MET,2025.385,Story of the Western Chamber,,https://www.metmuseum.org/art/collection/search/911874,65,7,0.1077,117.6538,-1.46451 0.199547 498.745 -2.21727 0.278986 779.317 -0.00287319 0.000273031 1,2
WENWU_RECOMMEND:12,WENWU_RECOMMEND,12,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829785.jpg,4132,MET:2025.352,MET,2025.352,A Scenic View of Minghuang’s Gardens,,https://www.metmuseum.org/art/collection/search/911808,76,6,0.0789,114.7789,-2.62487 -1.09463 601.346 -3.07317 -1.53627 780.439 -0.00417326 -0.00185973 1,3
WENWU_RECOMMEND:12,WENWU_RECOMMEND,12,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829785.jpg,4132,MET:2025.415,MET,2025.415,Picking Tea in Autumn Heat,,https://www.metmuseum.org/art/collection/search/911929,58,7,0.1207,113.0138,-0.305827 -1.90176 1017.24 -0.232309 -0.630498 447.606 -0.000257421 -0.00177946 1,4
WENWU_RECOMMEND:12,WENWU_RECOMMEND,12,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829785.jpg,4132,MET:2025.398,MET,2025.398,Satirical Prints of Suzhou Customs,,https://www.metmuseum.org/art/collection/search/911898,71,6,0.0845,111.3901,7.96582 22.2893 -3144.11 2.13852 60.9355 -1205.09 0.000469599 0.0531 1,5
WENWU_RECOMMEND:12,WENWU_RECOMMEND,12,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829785.jpg,4132,MET:2025.423,MET,2025.423,A Hunt on the Plains,,https://www.metmuseum.org/art/collection/search/911947,70,6,0.0857,110.7143,-3.73719 -4.69707 845.853 -3.1903 -2.61388 488.587 -0.0052471 -0.00565016 1,6
WENWU_RECOMMEND:12,WENWU_RECOMMEND,12,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829785.jpg,4132,MET:2025.443,MET,2025.443,"Summer basket: lotus, pomegranate and day lily",,https://www.metmuseum.org/art/collection/search/911992,64,6,0.0938,106.675,-2.65771 -1.24151 -154.817 -7.08644 -0.607404 381.829 -0.00983733 -0.00326122 1,7
WENWU_RECOMMEND:12,WENWU_RECOMMEND,12,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829785.jpg,4132,MET:2025.444,MET,2025.444,"Autumn basket: hibiscus, yellow hibiscus and chrysanthemum",,https://www.metmuseum.org/art/collection/search/911995,48,7,0.1458,106.5167,-3.25914 0.523668 842.289 -1.54049 0.428663 297.838 -0.00382895 0.00054925 1,8
WENWU_RECOMMEND:12,WENWU_RECOMMEND,12,,https://img.wanwang.xin/contents/sitefiles2046/10230983/images/175829785.jpg,4132,MET:2025.439,MET,2025.439,Eight Immortals and Twelve Zodiac Animals,,https://www.metmuseum.org/art/collection/search/911987,63,6,0.0952,106.0048,-17.3809 34.3889 -1429.52 -41.0295 61.1885 651.502 -0.0380207 0.0566447 1,9
